restaurant_name,location,Latitude,Longitude,Review
Sharma's Kitchen,"167, 3rd Cross, Nyanapanahalli Begur Post, Bommanahalli, Bangalore",12.8786461421,77.6176980883,1855
Dragon's Kitchen,"764/1, Vishal Towers, 19th Main, 2nd Sector, HSR, Bangalore",12.9090487762,77.6446623355,255
Gowda's Nati Cafe,"52, Srinidhi Nilaya, 2nd Cross, 1st Stage, BTM, Bangalore",12.9208561924,77.6125522703,16
Giani Icecream,"39, Shabari Arcade, 14th Main Road, Sector 7, HSR, Bangalore",12.911456971,77.6380439848,6
Burger It Up,"659, 22nd Cross Road, Parangi Palaya, Sector 2, HSR, Bangalore",12.9088138053,77.6475664973,67
Venu's Donne Biriyani,"1, Tavarekere, Cashier Layout, Chocolate Factory Road, 1st Stage, Near AVS School, BTM, Bangalore",12.923447599,77.612089254,41
Singh Punjabi Restaurant,"4, 10th Main, 1st Cross, Maruthi Nagar Main Road, 1st Stage, Near Gas Station, BTM, Bangalore",12.924185475,77.6144663617,47
Sri Dalma,"7, 24th Main, Anjaneya Temple, HSR, Bangalore",12.9241289416,77.6504941285,167
Lo! - Low Carb And Keto Foods,"Old 32/1, New 17/1, RJR Building, Sarjapur Road, Bangalore, Bellandur, Bangalore",12.919678,77.668681,936
Kouzina Kafe - The Food Court,"659, Khata 2887/659, Bommanahalli BBMP, Hosur Sarjapur Road, Sector 2, HSR, Bangalore",12.9088330866,77.6479027793,56
Punjabi Food Point,"50/4, Shop 1, 1st Floor, Devarabisanahalli, Bellandur, Bangalore",12.9320499011,77.6830002617,159
Pizza O' Clock,"76, 2nd Main, 6th Cross, Narayanappa Garden, BTM, Bangalore",12.9230144,77.6070314,7
Ande Ka Funda,"E/117/4, 22nd Cross, HSR, Bangalore",12.9093199,77.6392506,540
Andhra Bhojanam,"708, 30th Main, BTM 2nd Stage, Near BTM, Bangalore",12.9150958534,77.6153618842,7155
Chianti,"571/630/6/4, Survey 6/4, Ground Floor, Ambalipura Village, Varthur Hubli, Bellandur, Bangalore",12.922422477,77.6693762094,441
The New Arsalan,"Shop 1, Survey 17/1, Ground Floor, Chandra Mansion, Ambalipura Village, Sarjapur Road, Bangalore",12.9189609519,77.67087543,4
Sri Udupi Sagar,"99, 8th Cross Road, 1st Stage, BTM, Bangalore",12.9195856417,77.6131088287,26
Royal Treat,"88, Industrial Layout, Jyothi Nivas Girls College Road, BTM Layout, Koramangala 5th Block, Bangalore",12.9335296467,77.6157595217,490
Nizam's Kitchens,"53/2, 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",12.9093043355,77.6878455654,301
New Kabab Plaza,"8, 19th Cross, 4th B Main, BTM Layout, 2nd Stage, BTM, Bangalore",12.9073993994,77.6062507555,179
Eat N Drink,"11, 7th Main, 6th Cross, Hongasandra, Bommanahalli, Bangalore",12.8992448,77.629652,0
Sahukar Biryani - Biryani Royal,"178/10, 1st Floor, Venkatapura Main Road, Koramangala 1st Block, Bangalore",12.92264,77.63414,2759
Salena And New Salena Food Center,"397, 16th Main 7th Cross, BTM Layout, 2nd Stage, BTM, Bangalore",12.9091840724,77.6134675741,62
Mandya Gowdru Donne Biryani,"1612, 20th Main, 7th Cross, BTS Depot Road, HSR, Bangalore",12.9195131,77.6462176,204
New Donne Biriyani House,"704/1, Krishnappa Building, Bellandur, Bangalore",12.9263157613,77.6780907065,77
Kerala Mess Upahar,"Munireddy Garden, Mahadevapura, B.B.M.P East, Near Hampton Cort Apartment, Bellandur, Bangalore",12.9258200359,77.677808404,148
O4H - Order For Health,"Khatha 1099 & Khatha 833/1, Sai Durga Enclave, Bellandur Village, Varthur Hobli, Bellandur, Bangalore",12.9232286539,77.6712410152,2301
Tunday Kababi,"479, KHB Colony, Koramangala 5th Block, Bangalore",12.9341802455,77.6192343235,1141
Abees Mess,"63, 3rd Cross, Bharathi Layout, SG Palya, Near BRC Post, BTM, Bangalore",12.9300560542,77.607181482,5
Hao Chi Express,"1007, Sai Durga Enclave, Near Bellandur, Bangalore",12.923266,77.671253,0
Mega Biryani,"13/A, 18th Main, Sector 3, HSR, Bangalore",12.9069284737,77.6440890133,86
GLOBO Ice Creams Of The World,"Building 1, F2, First Floor, Haralukunte, Sector 2, BDA Layout, HSR, Bangalore",12.905295,77.649097,18
The Rasaganga,"35, Outer Ring Road, Bellandur, Bangalore",12.926547448,77.6783046126,529
Tenzin Kitchen,"G-6/121, Money Centre Building, Koramangala 7th Block, Bangalore",12.9344962313,77.6127443835,612
C. K. Mega Hot Food,"775, 776, 16th Main Road, Kuvempu Nagar, BTM, Bangalore",12.9144327867,77.610110119,178
Bhatinda Bhatti,"31/1, Reliable Residency, Harlur Road, Opposite Narayana College, HSR, Bangalore",12.8973741,77.6584673,1480
Andhra Kitchen,"12, 2nd Cross, 5th Main, Casher Layout, 1st Stage, BTM, Bangalore",12.923209,77.61267,10096
Nanda's,"1558, 19th Main, Ring Road, Sector 1, Near Indian Oil Petrol Bunk, HSR, Bangalore",12.9218257672,77.645081766,430
The Fritter Company,"43, 2nd Floor, 7th Main, 2nd Stage, BTM, Bangalore",12.9090353773,77.6065169647,1493
The Nosh House,"1, 2nd Floor, 4th Cross, Kasavanhalli Main Road, Sarjapur Road, Bangalore",12.90896,77.68076,11887
Little Italy,"12/3/2, Ambalipura Village, Sarjapur Road, Bangalore",12.9202062124,77.6671600342,1060
Royale Dine,"71/2, Kaikondrahalli, Sarjapur Road, Bangalore",12.9117654693,77.6819648221,93
Art of Delight,"1202, Survey 79/7, Bellandur, Bangalore",12.92401,77.672943,415
Thali 99,"11, 3rd Cross, Near Hanuman Timbers, Bommanahalli, Bangalore",12.906224,77.636163,139
Halli Mane Badoota Hotel - Nati Style,"AECS Layout, A Block, Singasandra, Electronic City, Bangalore",12.8859006228,77.6493625715,104
The Cake Zone,"25, Muneshewara Nagar, Opposite 2nd Main Road, Bommanahalli, Bangalore",12.899072936,77.6392311975,581
Taato Peero Momos,"84/1C, 5th Cross, Corner Shop, Maruthi Nagar Madiwala, Koramangala 2nd Block, Bangalore",12.925887,77.614537,957
Thottathil Food House,"Maruthi Nagar, Madiwala, 2nd Cross Road, BTM, Bangalore",12.9266382927,77.6150872931,176
Hao Chi,"Khatha 1099 & 833/1, Sai Durga Enclave, Varthur, Hobli, Bellandur, Bangalore",12.9232185236,77.671218887,770
Samosa Singh,"Opposite Muniyappa Cpmples, Mangammapalya, Bommanahalli, Bangalore",12.9070154039,77.6353564113,6543
Marwadi Chaat Tiffin Services,"2, BTM 1st Stage, 100 Feet Ring Road, Opposite Water Tank, BTM, Bangalore",12.9166154429,77.6063510031,143
Dhaba Stories,"121/2, Golden County, Doddakannelli, Sarjapur Road, Bangalore",12.9083546,77.6929573,49
Suryawanshi,"71/1A, 2nd Floor, GYR Chambers, Kaikondrahalli, Near Pai Electronics, Sarjapur Road, Bangalore",12.9128256023,77.6799035445,242
Southinn,"65/1A, Kaikondrahalli Village, Sarjapur Road, Bangalore",12.9123324646,77.6813207568,147
Kairali Restaurant,"32/21, Near City Light Apartments, Outer Ring Road, Mahadevapura B.B.M.P East, Bellandur, Bangalore",12.9281097756,77.679384537,120
ITC Sunfeast Baked Creations,"Counter 15 - 1/120, 5th Sector, Hsr Layout, Bomanahalli, 14th Main Road, HSR, Bangalore",12.9161255806,77.6379719004,246
Thalassery Cafe,"42, 1st Main, DRC Post, Thavarekere Main Road, BTM, Bangalore",12.9288015624,77.6093138382,19
Homese Just Veg,"1159, Ground Floor, Sector 7, HSR Layout, HSR, Bangalore",12.9106637686,77.6326327224,1138
Taiki,"53/2, Sl-319, Doddakannehalli Village, varthur Hobli, Sarjapur Road, Bangalore",12.90936,77.68771,617
The Brooklyn Creamery - Healthy Ice Cream,"4S K, 648, Reliable Layout, HSR, Bangalore",12.9157702468,77.6456377087,19
Mangaluru Kairuchi,"274, 7th Main, 1st Cross, Mico Layout, 2nd Stage, BTM, Bangalore",12.9161010711,77.6056174189,748
Tibetan Mother's Kitchen,"404, 1st C Cross, Near Vodafone Store, Koramangala 7th Block, Bangalore",12.9348481613,77.6127242669,1035
Vaigai Vilas,"12/13, 20th Main, 1st Phase, 1st Stage, 1st A Cross, Near BTM Layout, BTM, Bangalore",12.9224603841,77.6141823828,17
Aramane Donne Biriyani,"3, Ground Floor, Hosur Main Road, Bommanahalli, Bangalore",12.9077484264,77.6280748844,1
Puneri Katta,"1436, Sunshine Colony, 7th Cross, 11th Main Road, Stage 2, BTM, Bangalore",12.9136347513,77.6082731411,7
Food Court By Kitchens@,"14th Main, 5th Sector, HSR, Bangalore",12.9162974737,77.6376034319,12464
Tandoor Merchant,"18, 4th Cross, 4th Link Road, Maruthi Nagar, Madiwala, 1st Stage, BTM, Bangalore",12.9219486386,77.6165360212,3668
Grow Fit,"13/A, 18th Main Road, Sector 3, HSR, Bangalore",12.9070556009,77.6440504566,2093
Garden Fresh,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9163056435,77.6375675574,1245
Jagannath Food Corner,"64, 5th Cross, Bovi Colony, S G Palya, Main Road, Thaverekere, BTM, Bangalore",12.9283649886,77.6093607768,77
Andhra Meal Express,"08, 1st Floor, 9th Main, HSR Layout, 6th Sector, HSR, Bangalore",12.915721664,77.6356900111,1924
Halli Mane Donne Biriyani,"24th Main, Parangi Palya, Sector 2, HSR Layout, HSR, Bangalore",12.9078686902,77.6491624117,25
Fish & Fries Restaurant,"1677, 4th Floor, 27th Main, 22nd Cross, Sector 2, HSR, Bangalore",12.9084523613,77.6515066624,931
Tikka Kebab,"Site 104/1, Shop 1, Ground Floor, Manjunatha Complex, Kaverinagar, Bommanahalli, Bangalore",12.8975182705,77.6215323061,80
RollsKing,"53/2, SL 319, Doddakannelli Village, Varthur Hobli, Bangalore, Sarjapur Road, Bangalore",12.909345,77.687725,328
Living Bowls,"Survey 48/4B And 48/C Mile, Vajrahalli, Hosur Road, Near Kudl Gate, Bommanahalli, Bangalore",12.8898438737,77.6424262122,1738
Indori  Zaika,"672, 13th Cross, Sector 1, 27th Main, HSR, Bangalore",12.9157755849,77.6507945359,100
Sangam Sweets,"1090, 18th Cross Road, Sector 3, HSR, Bangalore",12.9118092603,77.641229108,248
Gowdru Hotel,"8, Chennamma Building, Yellukunte Village, Main Road, Bommanahalli, Bangalore",12.9059349842,77.638630718,416
Figo Deli,"62, 1371/62, Serial 246, Dollar Planning Layout, Begur Hobli, BTM, Bangalore",12.9050748283,77.6082986221,4021
Champaran Meat House,"31/1, 1st Floor, Near Reliable Residency, Harlur, HSR, Bangalore",12.897397348,77.65841268,1496
Svadu Pure Ghee Sweets,"442/741/1, 55/8, Garvebhavi Palya, Hongasandra, Kudlu Gate, Bommanahalli, Bangalore",12.890806,77.638528,268
Millet Express,"Shop 6, Annaiah Reddy Building, Devarabisanahalli, Bellandur, Bangalore",12.9278668387,77.688768759,407
Big Pitcher,"116/9, Doddakannelli Village, Varthur, Hobli, Sarjapur Road, Bangalore",12.9098128389,77.6885208115,2214
Sri Venkateshwara Sweet Meat Stall,"291, 5th Cross Road, 5th Phase, JP Nagar, Bangalore",12.9063117917,77.5906423107,58
Smoke House Deli Delivery,"735/11/12, VP Khata 336, Begur, Near Laxmi Vijaya Saw Mill, Bommanahalli, Bangalore",12.9035378478,77.6294575632,717
Taste Of Malabar,"10/29, 9th Cross Road, Maruti Nagar, 1st Stage, BTM, Bangalore",12.926762142,77.6158007607,1676
Kebab Exotic,"1879, Ground Floor, Aces Layout, A Block, Kudlu, Bommanahalli, Bangalore",12.8805282,77.652841,290
Oven Theory Pizza,"Old Madiwala, Stage 1, 2nd Main Road, Opposite Varalaxmi Hospital, BTM, Bangalore",12.9246725346,77.6169505269,2779
Dosa Chicken Curry,"235, 9th Main, 17th Cross, HSR, Bangalore",12.9127935761,77.6352682337,3508
Momo's Man & More,"46, Meenakshi Layout, Hosa Road, Electronic City, Bangalore",12.8813517258,77.6724121347,14
BOX2EAT,"1A/3, Ground Floor, GR Residency, 20th Main Road, 14th Cross, BTM, Bangalore",12.9230011409,77.6155539624,1615
Kerala Note Book,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9162196969,77.6377707347,208
Chole Bhatura And Parathas,"Shop 2, 100 Feet Outer Ring Road, 1 Stage, BTM, Bangalore",12.9165285161,77.606148161,6755
Zain Kabab Zone,"115, Garebhai Playa, Hosur Main Road, Beside HGS, Bommanahalli, Bangalore",12.8933640601,77.6376064494,7
Go Native,"29, 14th Main Road, Opposite BDA Complex, HSR, Bangalore",12.9134824642,77.6382599026,623
Darjeeling Hot Momos,"778, 14th Cross, 16th Main, EWS, BTM 2nd Stage, BTM, Bangalore",12.9079997372,77.6107548391,778
Baba Ganoush Cafe,"Shop 2, NA Chambers, Koramangala 6th Block, Bangalore",12.940028043,77.6252350956,17
Biryani Crafts,"051/108, BTM Layout, 1st Stage, 10th Main Road, BTM, Bangalore",12.91441,77.60997,1276
Sabzi Aur Roti,"2, Ring Road, KEB Colony, 1st Stage, BTM, Bangalore",12.9165259018,77.6064294577,3336
Malnad Donne Biriyani - MDB,"60/3, Sri Ganesh Tower 39, Kaveri Nagar, Kodichikanahalli Main Road, Bommanahalli, Bangalore",12.8992082376,77.6219939813,10
Ganesh Hotel,"2, 9th Cross, Muninarasimhaiah Garden, BTM, Bangalore",12.9230267015,77.6136305183,249
Chandni Chowk 2 Bangalore,"30, 2nd Main Road, 4th Cross, KEB Colony, BTM First Stage, BTM, Bangalore",12.918359,77.605507,82
Turkish Chicken Company,"191, Sri Sai Residency, 8 Cross Street, HSR, Bangalore",12.9030809676,77.64279183,2063
Juice Junction Food Court,"2628, 27th Main Road, Sector 1, HSR, Bangalore",12.9150752654,77.651662901,228
Meal@79,"8, 1St Floor, 1St Main Road, Near Mariyamma Temple, Hosa Road Ck Nagar, HSR, Bangalore",12.8722772,77.6540858,413
BLR Brewing Co.,"55, 2nd & 3rd Floor, Goenka Chambers, 19th Main Road, JP Nagar, Bangalore",12.906547,77.58966,422
Kumarakom The Restaurant,"47, Ground Floor, Nanda Nilaya, Near Mustard Food Court, 18th Main Road, B.B.M.P South, HSR, Bangalore",12.9109052174,77.6442517684,1135
Nandanam Restuarant,"32, Opposite Vijaya Spring Wood Apartment, Manipal County Road, Singasandra, Bommanahalli, Bangalore",12.8768890332,77.6392211393,752
Art Of Dum,"2986, Ground Floor & Mezzanine Floor, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",12.9702294909,77.6448798971,1104
Punjabi Swag,"772/1, 16th Main Road, 2nd Stage, BTM, Bangalore",12.9136393264,77.6099874079,1013
Ice Cafe & Lassi Shop,"36, Vyivavi Complex, N S Palya, Industrial Area, 4th Main, 1st Cross, 2nd Stage, B G Road, BTM, Bangalore",12.9085889649,77.6040181518,184
Sai Jagannath Food And Chats Point,"13, Devaachikanahalli Main Road, Near Golden Park Apartment, Bommanahalli, Bangalore",12.8944238,77.6201481,47
Lazeez,"481, KHB Colony, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",12.9336757129,77.6190670207,906
Punjabi Chulha,"10/2, 2nd Floor, 2nd Stage, BTM Ring Road, Bilekahalli, BTM, Bangalore",12.9053620919,77.6091683283,618
Simply Indian,"500, 2nd Floor, 2nd Block, 6th Stage, Arekere, Near Sai Baba Temple, Bannerghatta Road, Bangalore",12.8793596372,77.6098804548,645
Tibb's Frankie,"636, 100 Feet Road, Koramangala 6th Block, Bangalore",12.9364388657,77.6256840304,1
Thakkali Kitchen,"32, Singasandra, Opposite Vijaya Spring Wood Appartment, Manipal County Road, Bommanahalli, Bangalore",12.8768962237,77.6392228156,618
Sweet Chariot,"366, 1st Main, 7th Cross, Koramangala 7th Block, Bangalore",12.9360634107,77.6152294502,844
Basaveshwara Khanavali,"Gayathre Towers, 15th Cross, 3rd Main Road, HSR, Bangalore",12.9119063195,77.6415026933,714
Udupi Upahar,"52, Kudlugate Bus Stop, Hosur Main Road, Bommanahalli, Bangalore",12.8902474582,77.6396593452,1014
Atthemane's Biriyani Palace,"L139, Baskara Plaza, 15th Cross, 5th Main, Sector 6, HSR, Bangalore",12.9137393261,77.6321686059,240
Express By ABs,"1st Floor, GRS Towers, Near Spencers Hyper Mart, Sarjapur Road, Bangalore",12.9190385357,77.6699847262,366
Burger Man,"23, Maruthi Nagar, Main Road, 13th Cross, 20th Main, 1st Stage, Near Masjid, BTM, Bangalore",12.9208908318,77.6136201248,808
Guru Palace,"53/A, Hulimavu, Near meenakshi mall, Bannerghatta Main Road, Bannerghatta Road, Bangalore",12.876840987,77.5952597335,132
Lavonne,"263, 2nd Stage, Indiranagar, Bangalore",12.9668792263,77.6369617134,1666
Moti Mahal Delux,"331, Ground Floor, 2nd Stage, 27th Main Road, HSR, Bangalore",12.9086840646,77.65198946,2388
Cake Party,"31, 8th Cross, Near Govt. School, Venkatapura, Koramangala 1st Block, Bangalore",12.9208656692,77.633453384,679
Jumbo Sandwich,"186, 3rd Cross Road, Tavarekere, Cashier Layout, 1st Stage, Layout 1, BTM, Bangalore",12.9214143438,77.6117767766,980
Kerala Ithaa's,"57/A, 18th Main, 23rd Cross, Sector 3, HSR, Bangalore",12.9087236077,77.6430449635,34
Sri Aakash Punjabi Dhaba,"218, 2nd Cross, Laa Heritage Apartment, Roopena Agrahara, BTM, Bangalore",12.912814742,77.6238493659,8
Click & Orders,"4/1, Popular Residency, 2nd Cross Road, Near Ayyappa Temple, Koramangala 2nd Block, Bangalore",12.924244,77.61749,216
Jaipur Cafe,"149, 18th Main, 3rd B Cross Road, BTM 2nd Stage, Opposite Canara Bank, BTM, Bangalore",12.914091939,77.6108527556,25
Pizzarea,"23, Maruthi Nagar, Main Road, 13th Cross, 20th Main, Near Masjid, BTM, Bangalore",12.9208807014,77.6136117429,1688
Wrap 'N' Roll,"Shop 2, Site 22 & 23, Naganathapura Village, Doddanagamanagala Main Road, Electronic City, Bangalore",12.869365,77.660256,811
Plan B,"B-2, Ground Floor, K K Ramakrupa, Industrial Layout, Koramangala 5th Block, Bangalore",12.9351647999,77.6138021797,2356
Amul Ice Cream Parlour,"Shop 2, 246, 7th Cross, 6th Main, Micro Layout, 2nd Stage, BTM, Bangalore",12.9138624,77.6095488,155
Dalchini,"55/2, Devarabisanahalli, Outer Ring Road, Bellandur, Bangalore",12.9317069153,77.6859693602,292
Bathinda Station,"2nd Floor, 27th Main Road, 1st Sector, HSR, Bangalore",12.9184971067,77.6516189799,81
Craving O Clock,"Shop 69, Lower Ground Floor, 7th Main Road, BTM layout Stage 2, BTM, Bangalore",12.910525,77.606616,4
Raichur Biryani House,"239, 13th Cross, Sector 4, 19th Main Road, HSR, Bangalore",12.9149605605,77.6446764171,202
Hot Momos Darjeeling Style,"88, Jyothi Nivas, College Road, Koramangala 5th Block, Bangalore",12.9335502332,77.615493983,2954
Copper Chimney,"1/120, 14th Main Road, 5th Sector, HSR, Bangalore",12.9162105467,77.637796551,266
Call A Cake,"98, 6th Cross, BTM 2nd Stage, Dollar Layout, Bommenahalli, Bannerghatta Road, Bangalore",12.9058264,77.6030801,1868
Temperature Juice Bar,"7, 16th Main Road, Opposite To IAS Park, 2nd Stage, BTM, Bangalore",12.910694,77.609972,33
Parathe Ghar Ke,"18/1, HMR Complex, Near Ganesh Temple, Bellandur, Bangalore",12.9213976777,77.6759784669,12
Ritomi's Lov,"33/1, 2nd Main Road, Bellandur, Bangalore",12.9271676746,77.6778573543,64
Juices Zone,"34, Industrial Area, 4th Main Road, BTM 2nd Stage, BTM, Bangalore",12.9086307957,77.6039970294,41
Laali Da Dhaba,"76/1, Haralur Village, Masjid Road, Indopaints, HSR, Bangalore",12.8942562848,77.6571671292,65
Adda - The Restaurant,"34/5, Near Golden Park Apartment, Devarachikkanahalli Main Road, Bommanahalli, Bangalore",12.8945840867,77.6202847436,183
Singh Da Pind,"Shop 2, 31/1, Reliable Residency, Harlur, Near HSR, Bangalore",12.8971829556,77.6586235687,7547
A Tiny Kitchen,"17, 1st Floor, 16th Main, 19th cross, BTM, Bangalore",12.9066673563,77.6112731919,876
The Fruit Bowl,"Room 9, 63/46, 2nd Floor, 16th Main, 17th Cross, Mahadeshwara Nagar, BTM, Bangalore",12.9073603903,77.6098203973,1408
Al Bawarchi Biryani,"226, Ground Floor, Anugraha, Opposite Oxford College, 17th B Main, 4th Sector, HSR, Bangalore",12.9161242734,77.6433450356,3375
The Bay - Fish Fry Paradise,"1677, 4th Floor, 27th Main, 22nd Cross, Sector 2, Near NIFT College, HSR, Bangalore",12.9084490932,77.6513856277,441
The Salad Studio,"Mint Plaza, Palm Avenue, Green Glen Layout, Bellandur, Bangalore",12.927198065,77.6698056981,104
Khmer Kitchen,"697, 15th Cross, 100 Feet Ring Road, 2nd Phase, JP Nagar, Bangalore",12.9064366315,77.5865482539,496
Dolma Aunty Momos,"545/15, Opposite to ICICI Bank, Hosur Road, Bommanahalli, Bangalore",12.90383,77.63163,382
Shree Shabhari Darshini,"5, Sri Maruthi Nilaya, 13th Cross 18th, Main Btm, Stage Venkateshwar Layout, Maruthi Nagar Banga, BTM, Bangalore",12.9212081416,77.6152321324,2193
Mad Momos,"Survey 13/5 545/15, Opposite ICICI Bank, Hosur Road, Bommanahalli, Bangalore",12.90383,77.63163,874
Foodism.in,"30, 2nd Main Road, 4th Cross, KEB Colony, BTM First Stage, BTM, Bangalore",12.918359,77.605507,111
The Baklava Company,"96, Margosa Avenue, Green Glen Layout, Mahadevapura, Near Sobha Club House, Bellandur, Bangalore",12.928805,77.671366,59
Cardamom- Ghar Ka Swad,"6, G 1st Cross, 2nd Stage, N.S. Palya, Kalyana Mantapa, BTM, Bangalore",12.9117680837,77.6026267558,33
Sri Vishnu Grand,"No 528, BVR Complex, Ambalipura Village, Sarjapur Road, Bangalore",12.9182585499,77.6710988581,103
Lassi Magic,"52, Kudlu Gate, Krishna Reddy Industrial Area, Hosapalaya, Muneshwara Nagar, Kudlu Road, Electronic City, Bangalore",12.8898719338,77.6397471875,9
Let's Celebrate,"4/1, 2nd Cross, Behind Ayyappa Temple, Maruthi Nagar, Koramangala 2nd Block, Bangalore",12.9243419,77.6175432,258
Gam's Delicacy,"63, Ground Floor, Ambition Arcade, 1st Main Road, Koramangala 7th Block, Bangalore",12.9365522536,77.6148318127,388
Kerala Food Club,"81, Hosur Road, Madiwala, Bommanahalli, Bangalore",12.9257,77.6172,99
