restaurant_name,location,Latitude,Longitude,Review
Fusion Biryani,"98, Ganigara Street, Kadugodi, Mahadevapura, Whitefield, Bangalore",12.99787,77.76555,15
Darby's Pastries,"Shop 04, Survey 52/1, Maheshwaramma Temple Road, Opposite Saraswati Nagar, Mahadevapura, Kaggadasapura, Bangalore",12.9917533,77.6895919,85
Halwai Sweets And Snacks,"Plot 84, Shreeram Arcade, Seegehalli Road, ITPL Main Road, Whitefield, Bangalore",13.0124525,77.7625179,56
Cheesecakes By CakeZone,"101/267, 268/11, Ground Floor, Sri Vinayaka Tech Park, Hoodi Graphite Main Road, Hoodi Village, Brookefield, Bangalore",12.969364,77.735221,0
Waffle Dreams,"Hoodi Kodigehalli Main Road, Mahadevapura, KR Puram, Bangalore",13.0045812661,77.7148621157,43
Hyderabadi Old Biryani,"37/1, 7th cross, Shridi Sai Nagar, Sai Baba Temple, Marathahalli, Bangalore",12.9487027,77.7130773,87
Desi Chats,"5, Shivaganga Complex, Behind More Mega Store, Shivaganga Layout, Kaggadasapura, Bangalore",12.989331189,77.6893331856,41
Biryani Factory,"TIO 27, Singayyanapalya, Mahadevpura, Opposite Bimal Auto Agency, KR Puram, Bangalore",12.9960889,77.6943622,808
Marwadi Chaat Tiffin Services,"Survey 1/5, Shop 65, Siddapura 1st Main, Varthur Main Road, Whitefield, Bangalore",12.9508946,77.7310637,420
Sargam Sweets,"284, 1st Main, 1st Cross, Munnekolala, Last Bus Stop, Marathahalli, Bangalore",12.9488905,77.7080905,29
Fresca,"39/2, NS Complex, ITPL Main Road, Brookefield, Bangalore",12.9565518388,77.7149285004,259
Vijayawada Tiffins,"3 Floor, Ms Commercials Complex, Seegehalli, Kadugodi, Opposite Shell Petrol Bunk, ITPL Main Road, Whitefield, Bangalore",13.0174325284,77.7623588406,372
Hara Bhara Box,"595, SK Arcade, 1st Main Road, ACES Layout, Brookefield, Bangalore",12.9642402418,77.7150260657,6
Vishal Sweets And Snacks,"Plot 24 & 25, Green Garden Layout, Sai Temple Road, Near More Super Market. Marathahalli, Bangalore",12.9496493581,77.7156406268,308
House of Momos By A1 Food Services,"Shop 5, Manjunatha Nagar, Seegehalli Main Road, Virgonagar, KR Puram, Bangalore",13.018228,77.719909,183
Cafe Factory Co,"37/17th Cross, Shiridi Sai Nagar, Near Sai Baba Temple, Marathahalli, Bangalore",12.9486747,77.7131009,47
Momo Burger Joint,"2, 7th Cross, Shiridi Sai Nagar, Marathahalli, Bangalore",12.9487217,77.7131317,39
Burger Shop,"948, Venkatesh Reddy Building, Kundalahalli Main Road, Near Federal Bank ATM, Whitefield, Bangalore",12.9914521,77.7211006,121
The Fat Chef,"Plot 19, Bright Farm, Thubrahalli Old Airport, Whitefield, Bangalore",12.9548246688,77.7234086673,1713
Sanskriti Tiffins,"17, Khaneshmari, Thubrahaali, Brookefield, Bangalore",12.9544228,77.7209305,30
Burgerito,"Kitchen-17, Kitchen Plus, Converge by UKN, 78/2, Siddhapura, Whitefield Main Road, Bengaluru, Ramagondanahalli, Whitefield, Bangalore",12.9636878,77.7324564,195
Kapital Kitchen,"46, 1st Floor, Opposite Bimal Showroom, Singayyanapalya, Whitefield, Bangalore",12.9969379246,77.6943375838,34
Bay Leaves,"Near Hope Farm Circle, Whitefield Channasandra Main Road, Whitefield, Bangalore",12.9836482286,77.7528505772,161
Punjab Time,"65, Siddapura, First Main, Varthur Main Road, Whitefield, Bangalore",12.9508946,77.7310637,52
The Biryani Cart,"1, Belathur Main Road, Kadu Godi, Opposite Tyda Palms Appartments, Whitefield, Bangalore",13.0057932348,77.7521297336,111
Food Court,"Graphite India Road Mahadevapura Post, Whitefield, Bangalore",12.989049,77.715661,0
Sri R Restaurant,"410, 1st Cross, Kundanhalli Colony, Brookefield, Bangalore",12.9692333,77.7127817,0
Bangarpet Pani Puri,"106, Ground Floor, Nagondanahalli, Main Road, Channasandra, ITPL Main Road, Whitefield, Bangalore",12.977399,77.770325,81
Biryani Time,"Site 1, Sy 42, Kodigehalli Main Road, Virgo Nagar Post, KR Puram, Bangalore",13.0042601,77.7208889,29
Meat Up Hearth,"284, 2nd Floor, AVR Plaza, 1st Cross, 1st Main, Near Bus Stop, Marathahalli, Bangalore",12.9491642,77.7081833,173
New Punjabi Tadka Express,"191A-5, Kamadhenu Nagar, Whitefield Road, Near Government High School, KR Puram, Bangalore",12.9977696307,77.6877496764,1372
Chini Mirchi Indo-Chinese Kitchen,"Shop 15, L N Arcade, ITPL Main Road, Whitefield, Bangalore",12.9804281,77.7575896,175
Jitu Bhai Dahibara Sweets & Savouries,"69/2, Thubarahalli, Sai Baba Temple Road, Shirdi Sai Nagar, Munnekollal, Marathahalli, Bangalore",12.9486697621,77.7128839865,1597
Chatpata India,"618/475/78/2, Whitefield Main Road, Siddipur, Whitefield, Bangalore",12.963438206,77.7322979769,1238
Kolkata Kitchen,"46/2, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",12.9564218,77.7433586,286
Madurai Tiffin House,"128, 1st Floor, Pattandur Agrahara, Whitefield, Bangalore",12.9843060801,77.7342678308,24
Food Point,"Hoodi, Graphite India Road Mahadevapura Post, Mahadevapura, B.B.M.P East, Whitefield, Bangalore",12.9890568,77.7156849,17
New York Waffles & Dinges,"11B, Survey 40/9, Devasandra Industrial Area, 2nd Stage, KR Puram, Bangalore",12.99626,77.69564,2
Amritam Super Foods,"66/2, 67/1, Garudacharpalya, Mahadevapura, Main Road, Whitefield, Bangalore",12.9939713,77.6993338,418
Dhaba Downtown,"64/3E, Nallurahalli Main Road, Opposite Doddamma Temple, Whitefield, Bangalore",12.9677492976,77.7343074605,807
Yumm Roll Mania,"Shop 7, M.R Complex, Immadihalli, Whitefield, Bangalore",12.9708250717,77.7674263716,91
Kava Kitchen & Bar - Fairfield by Marriott,"Fairfield by Marriott, 3-A1, Kundanahalli Main Road, Mahadevpura, Opposite IFB Campus, Whitefield, Bangalore",12.9810567948,77.709216401,291
Häagen Dazs,"Ground Floor, Phoenix Market City, Whitefield, Bangalore",12.9976229,77.6970703,252
Huber & Holly,"Shop C3, Ground Floor, Marathahalli, Bangalore",12.9566175,77.700019,59
McCafe by McDonald's,"FC-08, Plot 11, VR Mall, KR Puram, Bangalore",12.99647,77.69519,0
The Daily Bowl,"9B, Sai Sanjeevani Layout, Munnekolala, Marathahalli, Bangalore",12.948307,77.716638,23
Flying Kombucha,"Survey 78/2, Nellurhalli Road, Siddapura Village, Varthur, Whitefield, Bangalore",12.9634785,77.7324701,15
Cookie Man,"First Floor, Forum Shantiniketan Mall, Hoodi, Whitefield, Bangalore",12.989511,77.728144,100
89 Express Dhaba,"65, Siddapura, First Main, Vartur Main Road, Whitefield, Bangalore",12.9508946,77.7310637,85
Pind Da Chula,"Survey 35/1B, Shop 5, Ground Floor, Varthur Main Road, Marathahalli, Bangalore",12.9565483975,77.7098850104,113
Litti Chokha Wala,"Sai Baba Temple Road, Manjunatha Layout, Thubarahalli, Marathahalli, Bangalore",12.9487656,77.7130658,185
E@t at tripti,"124, Pattandur Agrahara, Near ITPL Back Gate, Whitefield, Bangalore",12.982585,77.73353,67
Nawab Ka Kabab,"55/1, Shirdi Sai Layout, 8A Cross, Near Sai Baba Temple, Brookefield, Bangalore",12.9488854076,77.7128508272,287
Roma,"601, 1st Main, AECS Layout, Kundanahalli, Brookefield, Bangalore",12.9645820012,77.715873979,78
Shifu's Wok,"A-2, Kadugodi Industrial Estate, Dinnur, 7 Cross Rood, Mahadevapura, Whitefield, Bangalore",12.9911662396,77.7489084005,54
Coastline Kitchen,"Muthsandra Main Road, Varthur Main Road, Whitefield, Bangalore",12.943108734,77.7506357431,7
Biryanees,"304, 111 And 123/2, 3rd Floor, Brookefield Mall, ITPL Main Road, Brookefield, Bangalore",12.9660585,77.7179368,52
Day Night Dhaba,"Shop 4, Site 47, Sai Baba Temple Road, Near Apollo Pharmacy, Marathahalli, Bangalore",12.9513526957,77.7156174928,20
Ponnusamy Hotel,"63, Unit 213, 307, 402, 2nd, 3rd & 4th Floor, Prestige Shanti Niketan Mall, ITPL Main Road, Whitefield, Bangalore",12.9901664582,77.7280992149,54
Sri Curries,"1, Rajeshwar Niwas, Green Garden Layout, Munnekolala, Marathahalli, Bangalore",12.9515141086,77.715831399,11
The Daily Bowl,"153, 2nd Cross Road, Near Water Tank, Kadugodi, Mahadevapura, ITPL Main Road, Whitefield, Bangalore",12.995904,77.769201,114
Gowdru Gammathu,"Sy 84, 101, Eralappa Nilaya, Srinivasappa Layout, Near Axis Bank, ITPL Main Road, Whitefield, Bangalore",13.012235,77.762554,90
Cafe Factory Co.,"D Block, 5th Cross, Vaikuntam Layout, Kundanahalli, Brookefield, Bangalore",12.94867477,77.7131009,421
Bedouin's Shawarma And More,"Shop 15, LN Arcade, Vijaynagar Road, Whitefield, Bangalore",12.980566079,77.7576161921,53
Pammi Auntie's Kitchen,"Ground Floor, Vishnu Residency, Block D, Near Narayana E-Techno School, Marathahalli, Bangalore",12.9537660095,77.7195838372,84
Kothu Xpress,"1/94, RHB Colony, Garudacharapalya, Whitefield Main Road, Opposite Phoenix City Mall, Whitefield, Bangalore",12.994948,77.6974945,41
Kheer Kadamb  Bengali Sweets,"S3 & S4, Spice Garden, Compound Road, Marathahalli, Bangalore",12.9574216194,77.7087919414,152
Sri Ganesh Fruit Juice Centre,"312/286, Main Road, Whitefield, Bangalore",12.9686520383,77.7495843172,7
Hitchki,"Ground Floor, Phoenix Marketcity Mall, Whitefield Main Road, KR Puram, Bangalore",12.9976864,77.6971222,304
Biryani Bowl,"Shop-1, Basaveshwara Nilaya, Sachidananda Ashram Road, Opposite Subhodaya Apartment, 2nd Main, 8th Cross, Belathur, Kadugodi Post Whitefield, Bangalore",13.0066233155,77.7551012859,189
Tandoor Garage,"144, 2nd Cross, 2nd Phase, Opposite Service Station, KR Puram, Bangalore",13.0169276,77.7174633,0
Shahi Kadaai,"95/3, Gowrasi Arcade, Doddenekundi, Outer Ring Road, Marathahalli, Bangalore",12.9659924888,77.7021256462,107
The Sweet Tooth,"17, Boulevard Seeghalli, Kadugodi, Whitefield, Bangalore",13.0116547021,77.7624478564,118
Magic Pizza,"Immadihalli, Hagadur Main Road, Near Varthur Main Road, Whitefield, Bangalore",12.9640219,77.7619413,36
Kilo Paradise Biriyani,"Sai Baba Temple, 10th Cross, Marathahalli, Bangalore",12.9487487,77.7130186,354
Chai Galli,"125, Kundalahalli, Brookefield Main Road, CMR IT College, Brookefield, Bangalore",12.9674101564,77.7146425098,887
Sai Jagannath Flavour Of Odisha,"Door 43, Sai Baba Main Road, Near Sai Baba Temple, Munnekollal, Marathahalli, Bangalore",12.9487509872,77.7129683439,132
Juice N Joy,"Shop 3, Site 77, 1st Stage, 1st Cross, Ashraya Layout, Main Road, Brookefield, Bangalore",12.9849818,77.7061191,25
Senorita's Mexican Kitchen by Little Italy,"66/2, 67/1, Garudacharpalya, Whitefield Main Road, Mahadevapura, KR Puram, Bangalore",12.99326,77.699066,6
Taishty,"35/7, Shop 6, HSR Vault, Belathur, Kadugodi Post, Whitefield, Bangalore",13.0045544786,77.7546426281,2888
Biryani Paradize,"6th Cross, Ambedkar Nagar, Whitefield, Bangalore",12.979821509,77.7524247766,225
Fresh Paratha Menu,"3, Ground Floor, Survey 186/3, Site 11, Minuswamy Shetty Layout Road, Whitefield, Bangalore",12.9890613,77.7155638,261
Passport Of Bejing,"3rd Cross, Sri Lakshmi Narayana Swamy Road, Kadubeesanahalli, Bangalore",12.9474764666,77.7089907601,157
Chinese Lovers,"55/1, Near Sai Baba Temple, Shirdi Sai Layout, 8A Cross, Munnekolala, Marathahalli, Bangalore",12.9487508627,77.7129665072,126
Wowffles,"Khatha 208, 5th Floor, Thubrahalli Village, Marathahalli, Bangalore",12.95557069,77.71937134,220
The Sandwich Station,"66/8, Siddapura Main Road, Near HP Petrol Bunk, Whitefield, Bangalore",12.9656186894,77.7333549577,90
Tava Say,"G21, The Brigade Arcade, Metropolis, Mahadevapura, Whitefield, Bangalore",12.9926977794,77.7028870583,102
The Chaat Cult,"Siddapura, Varthur Main Road, Whitefield, Bangalore",12.955938,77.717703,76
Lot Like Crepes & Cafe,"5 Avalon, 1st Main Road, Whitefield Main Road, Whitefield, Bangalore",12.9807761525,77.750916034,82
Hungry Panda- Deliciously Chinese,"66/2, 67/1, Garudacharpalya Whitefield Main Road, Mahadevapura, KR Puram, Bangalore",12.9940462,77.6993082998,9
DiabeSmart,"1, 4, 3T, 1st Floor, Ramaiah, Mahadevapura, Whitefield, Bangalore",12.97982754,77.73364524,23
Donburi,"61, Khatha 161, Khatha 255, Site 12, Main Road, Patandur, Agrahara, Whitefield, Bangalore",12.985974,77.745001,9
Veg Daawat By Behrouz,"122/3, ITPL Main Road, Kundalahalli, Brookefield, Bangalore",12.9651367,77.7182334,0
Chaat Lane,"Shop 3, Survey 4, Thubarahalli Village, Near Spectra Cypress, Whitefield, Bangalore",12.9559725278,77.7177076042,21
Lemone,"2/1, Golden Fins Sport Club, Main Road, Kumbena Agrahara, Whitefield, Bangalore",13.0054525,77.7489061,24
Frozen Bear,"1, Ground Floor, Vijaya Bank Colony, Gayathri Layout, Near Basavanapura Government School, KR Puram, Bangalore",13.0097596,77.7092027,26
Gowdru Hotel,"Shop 3, KSVK School Road, Hagadur, Whitefield, Bangalore",12.9691225208,77.7539938688,95
Hyderabadi Spicy Biryani,"Opposite 8th Cross Road, Shiridi Sai Baba Layout, Marathahalli, Bangalore",12.9487451,77.7130019,291
Zaikedar Biryani,"Room 1, 1st Floor, Kundanahali Colony, 11th Cross, Brookefield, Bangalore",12.9716994,77.7117326,103
The Foody Station,"66/8, Siddapura Main Road, Near HP Petrol Bunk, Whitefield, Bangalore",12.965889,77.733473,469
Randal Kafi,"61, Shiva Ganga Layout, Saraswathi Nagar, Mahadevapura, Kaggadasapura, Bangalore",12.9893337001,77.6893941001,0
Cibo Matto,"Shop 10 & 11, Myhna Square, Vinayak Nagar, Varthur Main Road, Whitefield, Bangalore",12.9288493,77.738319,0
The Dripping Cone,"710, Varthur Main Road, Whitefield, Bangalore",12.956065649,77.7215468511,207
Nazrana Biryani,"55/1, Shirdi Sai Layout, 8A Cross, Near Sai Baba Temple, Marathahalli, Bangalore",12.948902,77.7120523,0
Oakleaf,"62, Forum Value Mall, Oakwood Residence Prestige, Whitefield, Bangalore",12.9599346,77.748767,49
Khan's Biryani Zone,"55/1, Near Sai Baba Temple, Shirdi Sai Layout, 8A Cross, Munnekolala, Marathahalli, Bangalore",12.9488634538,77.71290618,37
Khichdi Centre,"Hoodi, Graphite India Road, Mahadevapura Post, Brookefield, Bangalore",12.989049,77.715661,45
Sandwich Junction,"37/1, 10th cross, Shridi Sai Nagar, Near Sai Baba Temple, Marathahalli, Bangalore",12.9485028,77.7133078,123
Combo Kitchen,"55/1, Sai Baba Temple Road, Munekolalla, Marathahalli, Bengaluru",12.948747,77.7130184,272
51 Indian Restaurant,"Shop 1 & 2, 51, Sai Garden Layout, Thubarahalli, Mahadevapura, Brookefield, Bangalore",12.9529050674,77.7175363399,14
Kurtosshhh,"Unit 010, The Forum Shantiniketan Mall, Survey 77/2, (Old) New Survey 77/2a, 77/2b, Itpl Road, Sadaramangala Village, K R Puram Hobli, Whitefield, Bangalore",12.9898345,77.7281288,184
MM Bangarpete Pani Puri Center,"Shop 1, Ground Floor, Gayatri Layout, Basavanapura Main Road, Opposite 22nd Cross, KR Puram, Bangalore",13.009969,77.708525,0
Tashann,"1st Floor, Aakash Arcade, 80 Feet Road, Outer Ring Road, Near Ranganatha Layout, Mahadevapura, Marathahalli, Bangalore",12.9876251711,77.6857698709,113
Shao - Radisson Blu,"90/4, Munnekollaly Village, Outer Ring Road, Marathahalli, Bangalore",12.9497617598,77.6992969215,464
Bangali Radhuni,"35/1B, 3rd Floor, CRM Sowbhagya Annex, Varthur MainRoad, Munnekolala, Marathahalli, Bangalore",12.9563864,77.7099479,29
Anand Bhavan Resturant,"Cambridge Garden, Kodigehalli Main Road, KR Puram, Bangalore",13.0042469,77.7205601,15
Hyderabadi Biryani Junction,"37/1, 7th Cross Shridi Sai Nagar, Near Sai Baba Temple, Marathahalli, Bangalore",12.9486747,77.7131009,0
Siri Bangarpet Chats & Tiffen Corner,"Shop 03&04, Near Sea College Arch, 2nd Cross Muneshwara Layout, Ayyappanagar, KR Puram, Bangalore",13.0046142,77.712977,20
Chainaama,"89, 1st Main, 6th Cross, Ramagondanahalli, Whitefield, Bangalore",12.956367381,77.7410810538,13
Momo Company,"122, Outer Circle, Dodsworth Layout, Whitefield, Bangalore",12.97001,77.74953,19
Goodness To Go By Smoke House Deli,"63/012, Unit 12, Lower Ground Floor, Sadaramangala Village, ITPL Main Road, Whitefield, Bangalore",12.9893383763,77.7283844724,891
Momos & Meals,"211, First Floor, Channasandra Main Road, AKG Colony, Kadugodi Post, Near MVJ College, Whitefield, Bangalore",12.9826490656,77.7627039911,50
Frizzles Kitchen,"140, Sri Nivasa Reddy Layout, 3rd Cross Road, Brookefield, Bangalore",12.9656566125,77.7125108242,79
Bangarpet Pani Puri,"Shop 1, Opposite Sai Baba Mandir Shirdi Sai Nagar Munnekollal Marathahalli, Bangalore",12.948959267,77.7132155369,99
New Gfc Gowdas Biriyani,"2/3, Ground Floor, Sarojamma Govinda Reddy Layout, Thubarahalli Village, Brookefield, Bangalore",12.9514873154,77.7174209431,63
Indian Paratha Company,"Forum Neighbourhood Mall, Survey 62, Whitefield, Bangalore",12.959836211,77.7479273423,1
Accidental Engineer,"301, Brindavan, Yellareddy Circle, Railway Station Road, Kadugudi, Whitefield, Bangalore",12.995796,77.765999,663
Bikram Sweets And Snacks,"G1, JRS Complex, Ground Floor, Opposite Whitefield Railway Station, Whitefield, Bangalore",12.9970293592,77.7612049878,159
Market Cafe,"62, Ground Floor, Forum Neighborhood Mall, Whitefield, Bangalore",12.9598492782,77.7477258816,2404
Just Bake Cakes,"31, 4th Floor, 2nd Cross, Venketeswar Layout, Marathahalli, Bangalore",12.9512751,77.7098958,0
Dahi Besar,"Shop F6, SY 122/2, CKB Complex, Meadows Apartment, ITPL Main Road, Whitefield, Bangalore",13.0128486,77.7626514,229
Veg Khana,"55/1, Shirdi Sai Layout, 8A Cross, Near Sai Baba Temple, Marathahalli, Bangalore",12.9488902925,77.7130072847,60
Roti Express,"Sai Baba Temple, Munekullla 10th Cross, Marathahalli, Bangalore",12.9487749758,77.7121054754,446
The Raja's,"26/2, Panathur, Outer Ring Road, Kadubeesanahalli, Bangalore",12.9401391419,77.6953178644,10
Andhra Aromas,"107, Sugruha, Pattandur Agrahara, Near ITPL Back Gate, Whitefield, Bangalore",12.9835763819,77.7332281549,32
Hyderabadi Traditional Biryani,"8, 1st Floor, Vaikuntam Layout, Lakshminarayana Pura, D Block, 5th Cross Road, Marathahalli, Bangalore",12.9486747,77.7131009,0
Punjabi Food Joint,"191A-5, Kamadhenu Nagar, Near Government High School, KR Puram, Bangalore",12.9978963848,77.6876970381,110
House Of Juice,"710, Opposite Karur Vysya Bank, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.956065649,77.7215468511,226
Omleterian,"948, 2nd Floor, Near Raja Palya Auto Stand, Raja Palya, Hoodi, Whitefield, Bangalore",12.9914155075,77.7210553363,719
Go Naati,"Unit FC-17, Pheonix Mall Food Court, Mahadevapura, KR Puram, Bangalore",12.9977217,77.6970874,0
Biriyani Paradise,"497/1, 2nd Main Road, Aswatha Nagar, Marathahalli, Bangalore",12.9572422397,77.7027733997,4
Mutton Point,"55/1, Shirdi Sai Layout, 8A Cross, Munnekolala, Sai Baba Temple Road, Marathahalli, Bangalore",12.948902,77.7120523,0
Miami Shakes & More,"11B, SY 40/9, Devasandra Industrial Area, 2nd Stage, KR Puram, Bangalore",12.99626,77.69564,2
Bodypower Cafe,"Hagadur Main Road, Immadihalli, Near De Moza Warehouse, Varthur Main Road, Whitefield, Bangalore",12.9640219,77.7619413,58
Crazy Bao,"66/2, 67/1, Garudacharpalya Whitefield Main Road, Mahadevapura, KR Puram, Bangalore",12.9940462,77.6993082998,17
Kickstarter,"64/3E, Nallurhalli Main Road, Opposite Doddamma Temple, Whitefield, Bangalore",12.9679128,77.7341135,0
Bhai Biryani - Ambur Biryani & Kebabs,"Shop 1, C-3, Ground Floor, Silver Spring Layout, Near Spice Garden, Marathahalli, Bangalore",12.9591024,77.7084403,0
The Chatpata Affair,"4th Floor Food Court, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",12.9870427,77.736476,13
Cream & Fudge,"Shop 8, Survey 66/1, Hoodi Kodigahelli Main Road, KR Puram, Bangalore",13.0045335712,77.7148533985,18
Ultimate Tandoor,"Room 1, 1st Floor, Kundanahali Colony, 11th Cross, Brookefield, Bangalore",12.9716994,77.7117326,122
Shreyas Pork And Chicken Hotel,"325, Segehalli, Chickbanahalli Road, Whitefield, Bangalore",13.0151893,77.7606389,0
Taaka Chinese,"161, Khatha 161, Khatha 255, Site 12, Patandur Agrahara, Mahadevapura, ITPL Main Road, Whitefield, Bangalore",12.985974,77.745001,0
Maa Ka Swad,"Hoodi, Graphite India Road Mahadevapura Post, Bangalore, Mahadevapura, B.B.M.P East",12.989049,77.715661,0
Noodle,"11, Lower Ground, Forum Shantiniketan Mall, ITPL Main Road, Whitefield, Bangalore",12.9895339485,77.7281109851,20
Ghar Ka Tadka,"355, 28/1, 1st Floor, Hoodi Village, Whitefield, Bangalore",12.9916178,77.7136297,56
Arogya Thaana,"06, Prashanthi Complex, Channasandra Main Road, Whitefield, Bangalore",12.9824505269,77.7670860663,58
Biryani Plaza,"98/A, Sri Manjunath Layout, Munnekolala, Marathahalli, Bangalore",12.9497885532,77.7125017717,501
The Baker's Dozen,"Whitefield Main Road, Converge By Ukn Airport, Whitefield, Bangalore",12.9635021576,77.732337378,427
The Twenty Handmade Chocolates,"23, Rainbow Hospital Road, Opposite Alpine Eco Apartment, Marathahalli, Bangalore",12.9731057729,77.7002511423,1
Howrah Bridge,"121/2, ITPL Main Road, Brookefield, Bangalore",12.964325,77.717866,90
Enchanté by Chai Point,"77/2A And 77/2B, Forum Shantiniketan Mall, Sadaramangala, Whitefield, Bangalore",12.9897032,77.7281353,0
Malabar Darbar,"55/1, Shirdi Sai Layout, 8A Cross, Near Sai Baba Temple, Munnekolala, Marathahalli, Bangalore",12.948902,77.7120523,0
Bowlss Of Bliss,"9/91, 1st Floor, Thubarahalli, Varthur Main Road, Whitefield, Mahadevapura Brookefield, Bangalore",12.9556892468,77.7196213411,1
Cafe N Town,"Survey 129, Deshagowdara Racche, Thirumalappa Layout, Whitefield, Bangalore",12.9630116,77.7608774,0
Nevesa Bites,"Site 36, 37, 1st Mania, 60 Feet Road, AECS Layout, Mahalakshmi Farms Road, Marathahalli, Bangalore",12.9631218,77.7073812,9
Miami Waffles & Jawbreakers,"11B, SY 40/9, Devasandra Industrial Area, 2nd Stage, K R Puram Hobli, MD Pura, Haniyur, KR Puram, Bangalore",12.99626,77.69564,0
Wall Street Shack,"189/3, 2nd Floor, Room 3, 3rd Cross, Gandhipuram, Whitefield, Bangalore",12.9726929308,77.7542996407,167
The Big Bang Sky Deck And Lounge,"Fifth Floor, Bearing K 223, 220B, Sadaramangala Village, KR Puram, Bangalore",12.9882909834,77.7298291773,741
Sri Sai Ram Foods,"SY-21, Member D, Annappa Layout, Immadihalli, Whitefield, Bangalore",12.9671979,77.7590765,0
Express Cafe,"Holiday Inn Express, Plot 4, EPIP Zone, Near Harman Building, ITPL Main Road, Whitefield, Bangalore",12.9863082427,77.7323886752,9
ATR Foods,"Shop 3/1, Kundalahalli Gate, Aravind Avenue Road, Brookefield, Bangalore",12.9573679,77.7145012,6
Vijay Kitchen,"533, B Block, AECS Layout, Brookefield, Bangalore",12.9648178998,77.7176231146,21
Amrit Bhog - Jain Food,"595, SK Arcade, ACES Layout, 1st Main Road, Brookefield, Bangalore",12.9642114896,77.7150139958,2667
Iyengar's Bread Basket,"51, Green Garden Layout, Shirdi Sai Temple Road, Marathahalli, Bangalore",12.9504315944,77.7156034112,1525
A 2 Z Momo King,"204, Survey 115, 2nd Cross, Channasandra Main Road, Opposite MVJ College, ITPL Main Road, Whitefield, Bangalore",12.9825591,77.7619224,19
Biryani Festival,"1, 1st Main, Ambedkar Nagar, Whitefield, Bangalore",12.9798731291,77.7524780855,5
Cake Creation,"40/1, 1st Floor, 2nd Cross, Panchamukhi Anjaneya Temple Road, Immadihalli, Whitefield, Bangalore",12.9655184064,77.7643170208,33
Chole Bhatura And Parathas,"65, Siddapura, First Main Vartur Main Road, Mahadevapura, Whitefield, Bangalore",12.9508946,77.7310637,253
J H B Cafe,"Basaveshwara Nilaya, Sachidananda Ashram Road, Oppositet To Subhodaya Apartment, 2nd Main, 8th Cross, Belathur, Kadugodi Post, KR Puram, Bangalore",13.0071450777,77.7545979259,62
World Of Combos,"101, Eralappa Nilaya, Sreenivasappa Layout, Sheegehalli, Near Axis Bank, ITPL Main Road, Whitefield, Bangalore",13.0121270631,77.7626993135,22
Wrap It,"Kitchen 17, Kitchen Plus, Converge 78/2, Situated At Siddhapura, Whitefield, Bangalore",12.963374028,77.7324185301,109
Anika Restaurant,"65, Siddapura, 1st Main, Varthur Main Road, Whitefield, Bangalore",12.9508946,77.7310637,19
La Burgerita,"Shop 229, Gramatana Temple Road, Near Haraly Katte Pattanduru Agrahara, Whitefield, Bangalore",12.9802433,77.7336853,0
Amoeba Sports Bar,"3rd Floor, Ascendas Park Square, ITPL Main Road, Whitefield, Bangalore",12.9871295678,77.7366755158,670
Kolkata Recipe,"124, Pattandur Agrahara Main Road, ITPL Back Gate, Whitefield, Bangalore",12.982585,77.73353,0
Ocean Cake,"204, Ramagondanahalli, Jagriti Apartment, Whitefield, Bangalore",12.9568374095,77.7411913499,0
Carlos Cakes,"47, Girijamma Building, Opposite Chinnappanahalli Government School, Marathahalli, Bangalore",12.9570361,77.7027593,23
Punjab Da Kitchen,"43, 1st Floor, Kundanahalli Gate, Varthur Hobli, Marathahalli, Bangalore",12.9555806346,77.7144516706,0
TT's Kitchen,"11/3A, Whitefield Main Road, Mahadevpura, Whitefield, Bangalore",12.9669301956,77.751243934,14
Pabrai's fresh and Naturelle Ice Cream,"Survey 78/2, Siddpura Village, Varthur Hobli, Whitefield, Bangalore",12.9636,77.7329076281,0
Maa Tea,"21 & 22, G6 Food Court, Property 130, Khata 51, Munnekolala, Marathahalli, Bangalore",12.9467321244,77.7150679752,7
Meatwale.Com,"Shop 2, K N Arcade, Vijayanagar Main Road, Opposite NVT Life Square, Whitefield, Bangalore",12.9753787,77.7643631,0
Aarya Home Made,"19, 2nd Floor, Munnekollal, Lakshmi Narayana Swamy Temple Road, Marathahalli, Bangalore",12.9498860335,77.7092957497,71
Annamandir,"T-3, 14/P1, 3rd Floor, Uma Shankar Avenue, Hagadur Road, Whitefield, Bangalore",12.9624962,77.7493917,0
Kolkata Famous Kati Roll,"Laxmi Sagar Layout, Mahadevpura, Kaggadasapura, Bangalore",12.9890849688,77.6891486766,0
The Vada Company,"3rd Floor, M S Commercial Building, Seegehalli, Kadugodi, Opposite Shell Petrol Pump, ITPL Main Road, Whitefield, Bangalore",13.0174377345,77.7622990357,0
The Diner,"107/4, Ist Floor, Near ITPL Gate 3, Pattandur Agrahara Main Road, Whitefield, Bangalore",12.9842923,77.7334466,19
Chiness Food Corner(CFC),"252, Shop 1, 1st Cross, Kundanahalli Colony, Mahadevapura, Brookefield, Bangalore",12.969094421,77.7127903092,33
Genie Menie Combos,"Room 3, 2nd Floor, 3rd Cross, Near Ganesha Temple, Gandhipuram, Whitefield, Bangalore",12.9726720208,77.7543447016,86
