id,hotel,link,cusine,rating,price_for_one
1706,Momo Monk,https://www.zomato.com/bangalore/momo-monk-hsr-bangalore/order,Momos,4.2,₹250 for one
1707,Bombay Kulfis,https://www.zomato.com/bangalore/bombay-kulfis-5-sarjapur-road-bangalore/order,"Ice Cream, Desserts",3.2,₹100 for one
1708,Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-hsr-bangalore/order,"Burger, Rolls, Beverages, Desserts, Shake",3.9,₹100 for one
1709,Crusto’s - Cheese Burst Pizza,https://www.zomato.com/bangalore/crustos-cheese-burst-pizza-hsr-bangalore/order,Pizza,3.7,₹100 for one
1710,Schezwan Hub,https://www.zomato.com/bangalore/schezwan-hub-sarjapur-road-bangalore/order,"Chinese, Sichuan",3.8,₹100 for one
1711,Goila Butter Chicken,https://www.zomato.com/bangalore/goila-butter-chicken-hsr-bangalore/order,"North Indian, Mughlai, Biryani, Rolls",3.9,₹100 for one
1712,Sri Bhagya Grand,https://www.zomato.com/bangalore/sri-bhagya-grand-bannerghatta-road/order,"South Indian, Fast Food, Sandwich, Street Food, Desserts, Beverages",3.8,₹100 for one
1713,Estaa Sweets,https://www.zomato.com/bangalore/estaa-sweets-sarjapur-road-bangalore/order,"Mithai, Street Food, Desserts",4.1,₹100 for one
1714,Jalpaan,https://www.zomato.com/bangalore/jalpaan-jayanagar/order,"North Indian, Italian, Street Food, Desserts, Beverages",3.9,₹100 for one
1715,Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-1-hsr-bangalore/order,"Cafe, Coffee, Fast Food, Pizza, Beverages",4.2,₹100 for one
1716,Tharavadu,https://www.zomato.com/bangalore/tharavadu-hsr-bangalore/order,"Chinese, North Indian, Kerala, South Indian, Biryani, Seafood, Mughlai",3.9,₹100 for one
1717,Kullad Cafe,https://www.zomato.com/bangalore/kullad-cafe-btm/order,"North Indian, Fast Food, Street Food, Shake, Beverages",3.9,₹100 for one
1718,Donne Biryani,https://www.zomato.com/bangalore/donne-biryani-btm-bangalore/order,"Biryani, South Indian",3.7,₹250 for one
1719,TrueCakes,https://www.zomato.com/bangalore/truecakes-btm-bangalore/order,"Bakery, Desserts",4.2,₹250 for one
1720,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-hsr-bangalore/order,"Healthy Food, North Indian, Ice Cream, Desserts",3.8,₹250 for one
1721,Lassi Corner,https://www.zomato.com/bangalore/lassi-corner-sarjapur-road-bangalore/order,"Beverages, Fast Food, Desserts, Shake",3.0,₹250 for one
1722,Oh! Calcutta,https://www.zomato.com/bangalore/oh-calcutta-sarjapur-road-bangalore/order,"Bengali, North Indian, Seafood, Mughlai",4.2,₹250 for one
1723,Savoury - Sea Shell Restaurant,https://www.zomato.com/bangalore/savoury-sea-shell-restaurant-btm-bangalore/order,"Arabian, North Indian, Chinese, Fast Food, Shake, Desserts",4.0,₹250 for one
1724,Kalingas,https://www.zomato.com/bangalore/kalingas-btm/order,"North Indian, Odia, South Indian, Chinese, Fast Food, Street Food, Biryani",3.9,₹250 for one
1725,Sri Bhagya Veg,https://www.zomato.com/bangalore/sri-bhagya-veg-bommanahalli-bangalore/order,"Chinese, North Indian, South Indian, Street Food, Desserts, Beverages",3.9,₹250 for one
1726,Punjabi Dhaba,https://www.zomato.com/bangalore/punjabi-dhaba-hsr-bangalore/order,"North Indian, Chinese, Mughlai",4.0,₹250 for one
1727,Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order,"Sandwich, Fast Food",4.0,₹250 for one
1728,Sattvam,https://www.zomato.com/bangalore/sattvam-jp-nagar-bangalore/order,"North Indian, South Indian",4.0,₹250 for one
1729,Hyderabad Magic,https://www.zomato.com/bangalore/hyderabad-magic-hsr-bangalore/order,"North Indian, Mughlai, Chinese",3.9,₹150 for one
1730,HOMMS,https://www.zomato.com/bangalore/homms-sarjapur-road-bangalore/order,"Thai, Chinese, Momos",4.0,₹150 for one
1731,Khanna's,https://www.zomato.com/bangalore/khannas-sarjapur-road-bangalore/order,"North Indian, Mughlai",4.0,₹150 for one
1732,China Pearl,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block/order,"Chinese, North Indian, Seafood, Fast Food, Desserts, Beverages, Sichuan",4.2,₹150 for one
1733,Puchkas,https://www.zomato.com/bangalore/puchkas-sarjapur-road-bangalore/order,"Street Food, North Indian, Fast Food",3.8,₹150 for one
1734,Green Onion,https://www.zomato.com/bangalore/green-onion-bellandur-bangalore/order,"Chinese, Seafood, Sichuan",3.8,₹150 for one
1735,Mallu Family Restaurant,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order,"Arabian, Biryani, Chinese, South Indian, Beverages, Shake",3.6,₹150 for one
1736,Haka,https://www.zomato.com/bangalore/haka-sarjapur-road-bangalore/order,"Chinese, Momos",3.9,₹150 for one
1737,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-hsr/order,"Italian, Mexican",4.3,₹150 for one
1738,Snack House,https://www.zomato.com/bangalore/snack-house-hsr-bangalore/order,"Fast Food, Street Food, Momos",4.0,₹150 for one
1739,Friendly Neighbourhood Pizza - Man,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-bellandur-bangalore/order,"Pizza, Italian, Ice Cream, Shake",4.2,₹150 for one
1740,Hungry Bird,https://www.zomato.com/bangalore/hungry-bird-sarjapur-road-bangalore/order,"Biryani, Chinese, North Indian, Hyderabadi, Andhra, Sichuan",3.9,₹150 for one
1741,Hiyar Majhe Kolkata,https://www.zomato.com/bangalore/hiyar-majhe-kolkata-btm/order,"Bengali, North Indian, Chinese, Biryani",4.0,₹150 for one
1742,Biryani Mount,https://www.zomato.com/bangalore/biryani-mount-1-sarjapur-road-bangalore/order,"Biryani, North Indian",3.3,₹150 for one
1743,Basaveshwar Khanavali,https://www.zomato.com/bangalore/basaveshwar-khanavali-1-koramangala-5th-block-bangalore/order,South Indian,4.2,₹150 for one
1744,Kolkata Durbar,https://www.zomato.com/bangalore/kolkata-durbar-btm-bangalore/order,"Biryani, Rolls, Mughlai, North Indian",3.6,₹150 for one
1745,Kanti Sweets,https://www.zomato.com/bangalore/kanti-sweets-bommanahalli-bangalore/order,"Mithai, Desserts",4.3,₹150 for one
1746,New Mahesh Friends Food Corner,https://www.zomato.com/bangalore/new-mahesh-friends-food-corner-btm-bangalore/order,"North Indian, Chinese, Street Food, Sichuan",3.3,₹150 for one
1747,Cake House,https://www.zomato.com/bangalore/cake-house-hsr-bangalore/order,Bakery,3.7,₹150 for one
1748,Bangaliana,https://www.zomato.com/bangalore/bangaliana-koramangala-7th-block/order,"Bengali, Seafood",4.1,₹150 for one
1749,SLAY Coffee,https://www.zomato.com/bangalore/slay-coffee-1-sarjapur-road-bangalore/order,Coffee,3.8,₹150 for one
1750,Kerala Panoor Restaurant,https://www.zomato.com/bangalore/kerala-panoor-restaurant-bellandur-bangalore/order,"Kerala, Seafood, Biryani, South Indian, Chinese, North Indian, Sichuan",3.9,₹150 for one
1751,Biryani House,https://www.zomato.com/bangalore/biryani-house-3-electronic-city-bangalore/order,"Biryani, Chinese, Sichuan",3.6,₹150 for one
1752,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-5-sarjapur-road-bangalore/order,Bakery,3.8,₹150 for one
1753,Mumbai Xpress,https://www.zomato.com/bangalore/mumbai-xpress-koramangala-5th-block-bangalore/order,"Fast Food, North Indian, Street Food, Beverages, Chinese, Shake, Sichuan",3.7,₹100 for one
1754,Wokitchen,https://www.zomato.com/bangalore/wokitchen-2-btm-bangalore/order,"Chinese, Vietnamese, Thai, Asian, Sichuan",4.0,₹100 for one
1755,Udupi Aramane,https://www.zomato.com/bangalore/udupi-aramane-bommanahalli-bangalore/order,"Chinese, North Indian, South Indian, Fast Food, Street Food, Desserts, Beverages",4.1,₹100 for one
1756,Carlos Cake Cafe,https://www.zomato.com/bangalore/carlos-cake-cafe-bellandur-bangalore/order,"Bakery, Desserts",4.1,₹100 for one
1757,Tasty Restaurant,https://www.zomato.com/bangalore/tasty-restaurant-3-btm-bangalore/order,"Arabian, North Indian, Chinese, Biryani, Mughlai, Beverages, South Indian, Sichuan",3.7,₹100 for one
1758,Punjabites By Empire,https://www.zomato.com/bangalore/punjabites-by-empire-sarjapur-road-bangalore/order,"North Indian, Mughlai, Biryani, Desserts, Beverages",3.2,₹100 for one
1759,The Meal Plate,https://www.zomato.com/bangalore/the-meal-plate-btm-bangalore/order,North Indian,4.1,₹100 for one
1760,Biryanis,https://www.zomato.com/bangalore/biryanis-hsr-bangalore/order,"Biryani, Andhra, Seafood, North Indian, Mughlai",4.0,₹100 for one
1761,Pizza @11th Cross,https://www.zomato.com/bangalore/pizza-@11th-cross-btm-bangalore/order,"Pizza, Burger, Fast Food",3.5,₹100 for one
1762,Rusbury Fresh Sweets And Savouries,https://www.zomato.com/bangalore/rusbury-fresh-sweets-and-savouries-bommanahalli-bangalore/order,"Mithai, Street Food, North Indian",4.2,₹100 for one
1763,Habibi Falafel,https://www.zomato.com/bangalore/habibi-falafel-bommanahalli-bangalore/order,"Arabian, Fast Food, Beverages, Desserts",4.3,₹100 for one
1764,Burgers@79,https://www.zomato.com/bangalore/burgers@79-btm-bangalore/order,"Fast Food, Burger",3.3,₹100 for one
1765,Sree Krishna Kafe,https://www.zomato.com/bangalore/sree-krishna-kafe-hsr-bangalore/order,"South Indian, Beverages",3.9,₹100 for one
1766,Sri Bhagya Sagar,https://www.zomato.com/bangalore/sri-bhagya-sagar-bommanahalli-bangalore/order,"South Indian, North Indian, Chinese, Street Food, Mughlai, Ice Cream, Desserts, Beverages",4.0,₹100 for one
1767,FB Café By Frozen Bottle,https://www.zomato.com/bangalore/fb-café-by-frozen-bottle-hsr-bangalore/order,"Desserts, Cafe",3.6,₹100 for one
1768,Aapni Rasoi,https://www.zomato.com/bangalore/aapni-rasoi-bellandur/order,"North Indian, Chinese",3.7,₹100 for one
1769,Savi Ruchi,https://www.zomato.com/bangalore/savi-ruchi-bommanahalli-bangalore/order,"North Indian, South Indian, Mughlai, Street Food, Chinese, Beverages",4.0,₹100 for one
1770,Bowl 99,https://www.zomato.com/bangalore/bowl-99-hsr-bangalore/order,"North Indian, South Indian",3.7,₹100 for one
1771,Maharaja Military Canteen,https://www.zomato.com/bangalore/maharaja-military-canteen-hsr-bangalore/order,"Biryani, South Indian",3.8,₹100 for one
1772,Simplee Shawarma,https://www.zomato.com/bangalore/simplee-shawarma-hsr-bangalore/order,"Lebanese, Fast Food, Beverages",4.0,₹250 for one
1773,Castle Restaurant,https://www.zomato.com/bangalore/castle-restaurant-btm-bangalore/order,"South Indian, North Indian, Chinese",4.1,₹250 for one
1774,New Udupi Upahar,https://www.zomato.com/bangalore/new-udupi-upahar-1-bommanahalli-bangalore/order,"South Indian, North Indian, Street Food",3.6,₹250 for one
1775,Ambara Gardenia,https://www.zomato.com/bangalore/ambara-gardenia-bannerghatta-road/order,"Andhra, North Indian, Chinese, Seafood, Desserts, Beverages",3.8,₹250 for one
1776,Hungry Chang,https://www.zomato.com/bangalore/hungry-chang-hsr-bangalore/order,"Chinese, Fast Food, Sichuan",3.8,₹250 for one
1777,Khichadiwala,https://www.zomato.com/bangalore/khichadiwala-hsr-bangalore/order,"North Indian, Healthy Food",4.3,₹250 for one
1778,Hotel Godavari,https://www.zomato.com/bangalore/hotel-godavari-btm/order,"Andhra, Biryani, North Indian, Chinese, South Indian",3.9,₹250 for one
1779,Brew Cafe,https://www.zomato.com/bangalore/brew-cafe-2-btm-bangalore/order,"Fast Food, Momos, Street Food, Ice Cream, Beverages",4.0,₹250 for one
1780,Kanti Bakes & Flakes,https://www.zomato.com/bangalore/kanti-bakes-flakes-bannerghatta-road-bangalore/order,"Bakery, Desserts, Mithai",4.0,₹250 for one
1781,Olio - The Wood Fired Pizzeria,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-hsr-bangalore/order,"Pizza, Italian",3.6,₹250 for one
1782,Basaveshwara Khanavali,https://www.zomato.com/bangalore/basaveshwara-khanavali-5-hsr-bangalore/order,"South Indian, Street Food",3.9,₹250 for one
1783,Rolls & Bowls Company,https://www.zomato.com/bangalore/rolls-bowls-company-hsr-bangalore/order,"Rolls, North Indian, Chinese, Fast Food, Sichuan",3.6,₹250 for one
1784,Parkview,https://www.zomato.com/bangalore/parkview-jp-nagar/order,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Desserts",4.1,₹150 for one
1785,Hotel Palace,https://www.zomato.com/bangalore/hotel-palace-hsr/order,"South Indian, Biryani",4.1,₹150 for one
1786,Chickpete Donne Biryani House,https://www.zomato.com/bangalore/chickpete-donne-biryani-house-hsr-bangalore/order,"Biryani, Chinese, Kebab",3.7,₹150 for one
1787,Mayuri,https://www.zomato.com/bangalore/mayuri-1-jp-nagar-bangalore/order,"Andhra, North Indian, Chinese, Biryani, Beverages, Desserts",4.2,₹150 for one
1788,Udupi Kitchen,https://www.zomato.com/bangalore/udupi-kitchen-sarjapur-road-bangalore/order,"South Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",3.7,₹150 for one
1789,The Rasoiya Street,https://www.zomato.com/bangalore/the-rasoiya-street-hsr-bangalore/order,"North Indian, Continental, Mexican, Chinese, Desserts, Beverages",3.7,₹150 for one
1790,Elite Kerala Mess,https://www.zomato.com/bangalore/elite-kerala-mess-bannerghatta-road-bangalore/order,"Kerala, South Indian, Biryani, Street Food, North Indian, Seafood",4.0,₹150 for one
1791,Copper Kitchen,https://www.zomato.com/bangalore/copper-kitchen-hsr-bangalore/order,"Biryani, Arabian, Chettinad, BBQ, Seafood, North Indian",3.8,₹150 for one
1792,Asia Kitchen By Mainland China,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-sarjapur-road-bangalore/order,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",4.2,₹150 for one
1793,Coal Spark,https://www.zomato.com/bangalore/coal-spark-hsr-bangalore/order,"North Indian, Seafood, BBQ, Chinese, Mughlai, Lebanese, Fast Food, Biryani",3.9,₹250 for one
1794,Tasty Magic,https://www.zomato.com/bangalore/tasty-magic-btm/order,"Chinese, North Indian, Mughlai, Beverages, Sichuan",3.5,₹250 for one
1795,Mast Marathi,https://www.zomato.com/bangalore/mast-marathi-hsr-bangalore/order,"Maharashtrian, Street Food, Desserts, Beverages",3.9,₹250 for one
1796,Dhaba Shaba,https://www.zomato.com/bangalore/dhaba-shaba-sarjapur-road/order,"North Indian, Fast Food, Chinese, Desserts, Beverages",4.1,₹250 for one
1797,New Gongura Grand,https://www.zomato.com/bangalore/new-gongura-grand-hsr/order,"Andhra, North Indian, Chinese, Mughlai, Seafood, Biryani, Beverages",3.8,₹250 for one
1798,Goplajee Cafe,https://www.zomato.com/bangalore/goplajee-cafe-hsr-bangalore/order,"Street Food, North Indian",4.0,₹250 for one
1799,Mallu House,https://www.zomato.com/bangalore/mallu-house-hsr-bangalore/order,"Kerala, South Indian, Biryani, Kebab, Desserts, Seafood",2.8,₹250 for one
1800,Holy Smoke,https://www.zomato.com/bangalore/holy-smoke-btm-bangalore/order,"Fast Food, Mughlai, Sichuan",3.9,₹250 for one
1801,Jeni's Kitchen,https://www.zomato.com/bangalore/jenis-kitchen-bommanahalli-bangalore/order,"Biryani, Chinese, North Indian, Andhra, Sichuan, Shake, Beverages",3.5,₹250 for one
1802,The Red Box,https://www.zomato.com/bangalore/the-red-box-hsr-bangalore/order,"Chinese, Thai, Sichuan",3.5,₹250 for one
1803,Keventers Ice Cream,https://www.zomato.com/bangalore/keventers-ice-cream-hsr-bangalore/order,"Ice Cream, Desserts, Shake, Beverages",4.2,₹250 for one
1804,Agarwal Food Service,https://www.zomato.com/bangalore/agarwal-food-service-btm-bangalore/order,"North Indian, Chinese, Bihari, Biryani",3.3,₹250 for one
1805,New Ambur Hot Dum Biriyani,https://www.zomato.com/bangalore/new-ambur-hot-dum-biriyani-1-bommanahalli-bangalore/order,"Biryani, South Indian, Kebab",4.0,₹100 for one
1806,Bengali Fun Foods,https://www.zomato.com/bangalore/bengali-fun-foods-btm-bangalore/order,"Bengali, North Indian, Biryani, Rolls",3.9,₹100 for one
1807,Boss Burger,https://www.zomato.com/bangalore/boss-burger-sarjapur-road-bangalore/order,"Burger, Fast Food, Desserts, Beverages, Shake",4.0,₹100 for one
1808,Marmali Kitchen,https://www.zomato.com/bangalore/marmali-kitchen-btm-bangalore/order,"North Indian, Chinese",3.4,₹100 for one
1809,Nasco Restaurant Kabab Center,https://www.zomato.com/bangalore/nasco-restaurant-kabab-center-bommanahalli-bangalore/order,"South Indian, North Indian, Mughlai, Chinese, Biryani, Kebab, Beverages, Sichuan",3.6,₹100 for one
1810,Rice Noodles,https://www.zomato.com/bangalore/rice-noodles-hsr-bangalore/order,"Burger, Chinese, Fast Food",4.0,₹100 for one
1811,Sri Sapana Dhaba,https://www.zomato.com/bangalore/sri-sapana-dhaba-btm-bangalore/order,"North Indian, Mughlai, Chinese, Sichuan",3.3,₹100 for one
1812,Social Delivery,https://www.zomato.com/bangalore/social-delivery-bommanahalli-bangalore/order,"North Indian, Chinese, Biryani, Burger, Pasta, Pizza, Kebab, Rolls",4.0,₹100 for one
1813,BigBites,https://www.zomato.com/bangalore/bigbites-1-hsr-bangalore/order,"Fast Food, Momos, Street Food",3.9,₹100 for one
1814,Madurai Parotta House,https://www.zomato.com/bangalore/madurai-parotta-house-btm-bangalore/order,"North Indian, South Indian, Chinese",3.2,₹100 for one
1815,Sharma's Kitchen,https://www.zomato.com/bangalore/sharmas-kitchen-bommanahalli-bangalore/order,"North Indian, Street Food, Beverages, Desserts",3.8,₹100 for one
1816,Dragon's Kitchen,https://www.zomato.com/bangalore/dragons-kitchen-1-hsr/order,"Chinese, Seafood, Thai, Sichuan",4.0,₹100 for one
1817,Gowda's Nati Cafe,https://www.zomato.com/bangalore/gowdas-nati-cafe-1-btm-bangalore/order,"Biryani, South Indian, Chinese",3.5,₹100 for one
1818,Giani Icecream,https://www.zomato.com/bangalore/giani-icecream-1-hsr-bangalore/order,"Ice Cream, Shake, Beverages, Desserts",4.0,₹100 for one
1819,Burger It Up,https://www.zomato.com/bangalore/burger-it-up-hsr-bangalore/order,"Burger, Beverages, Desserts, American, Cafe",3.5,₹100 for one
1820,Venu's Donne Biriyani,https://www.zomato.com/bangalore/venus-donne-biriyani-btm-bangalore/order,"Biryani, Fast Food",4.3,₹100 for one
1821,Singh Punjabi Restaurant,https://www.zomato.com/bangalore/singh-punjabi-restaurant-btm-bangalore/order,"North Indian, Chinese, Fast Food",4.0,₹100 for one
1822,Sri Dalma,https://www.zomato.com/bangalore/sri-dalma-1-hsr-bangalore/order,"Bengali, Odia, Desserts",4.0,₹100 for one
1823,Lo! - Low Carb And Keto Foods,https://www.zomato.com/bangalore/lo-low-carb-and-keto-foods-bellandur-bangalore/order,"Healthy Food, North Indian, Fast Food, Desserts",4.2,₹100 for one
1824,Kouzina Kafe - The Food Court,https://www.zomato.com/bangalore/kouzina-kafe-the-food-court-hsr-bangalore/order,"Fast Food, Bakery, Desserts",4.0,₹100 for one
1825,Punjabi Food Point,https://www.zomato.com/bangalore/punjabi-food-point-bellandur/order,"North Indian, Chinese",3.6,₹100 for one
1826,Pizza O' Clock,https://www.zomato.com/bangalore/pizza-o-clock-1-btm-bangalore/order,"Pizza, Fast Food",3.8,₹250 for one
1827,Ande Ka Funda,https://www.zomato.com/bangalore/ande-ka-funda-2-hsr-bangalore/order,"North Indian, Rolls, Chinese",3.8,₹250 for one
1828,Andhra Bhojanam,https://www.zomato.com/bangalore/andhra-bhojanam-btm-bangalore/order,"Andhra, North Indian, Chinese, Seafood",3.6,₹250 for one
1829,Chianti,https://www.zomato.com/bangalore/chianti-bellandur-bangalore/order,"Pizza, Pasta, Italian, Salad, Desserts, Beverages, Juices",4.0,₹250 for one
1830,The New Arsalan,https://www.zomato.com/bangalore/the-new-arsalan-sarjapur-road-bangalore/order,"Bengali, Biryani",3.7,₹250 for one
1831,Sri Udupi Sagar,https://www.zomato.com/bangalore/sri-udupi-sagar-btm-bangalore/order,"South Indian, Chinese",4.2,₹250 for one
1832,Royal Treat,https://www.zomato.com/bangalore/royal-treat-koramangala-5th-block/order,"North Indian, Chinese, Biryani",4.1,₹250 for one
1833,Nizam's Kitchens,https://www.zomato.com/bangalore/nizams-kitchens-sarjapur-road-bangalore/order,"Biryani, Mughlai, Andhra, Hyderabadi, South Indian, North Indian",4.1,₹250 for one
1834,New Kabab Plaza,https://www.zomato.com/bangalore/new-kabab-plaza-1-btm/order,"North Indian, Chinese, Sichuan",4.3,₹250 for one
1835,Eat N Drink,https://www.zomato.com/bangalore/eat-n-drink-3-bommanahalli-bangalore/order,"Fast Food, Sandwich, Burger, Wraps, Street Food, Shake, Juices",4.0,₹250 for one
1836,Sahukar Biryani - Biryani Royal,https://www.zomato.com/bangalore/sahukar-biryani-biryani-royal-koramangala-1st-block-bangalore/order,Biryani,4.1,₹250 for one
1837,Salena And New Salena Food Center,https://www.zomato.com/bangalore/salena-and-new-salena-food-center-btm-bangalore/order,"North Indian, Biryani, Chinese, Sichuan",3.4,₹250 for one
1838,Mandya Gowdru Donne Biryani,https://www.zomato.com/bangalore/mandya-gowdru-donne-biryani-hsr-bangalore/order,"Biryani, South Indian, Chettinad",4.0,₹250 for one
1839,New Donne Biriyani House,https://www.zomato.com/bangalore/new-donne-biriyani-house-bellandur-bangalore/order,"Biryani, South Indian",3.6,₹250 for one
1840,Kerala Mess Upahar,https://www.zomato.com/bangalore/kerala-mess-upahar-bellandur/order,"Kerala, Biryani, South Indian, Seafood, North Indian, Chinese",3.9,₹250 for one
1841,O4H - Order For Health,https://www.zomato.com/bangalore/o4h-order-for-health-bellandur-bangalore/order,"Healthy Food, Beverages, Salad, Wraps",4.4,₹250 for one
1842,Tunday Kababi,https://www.zomato.com/bangalore/tunday-kababi-koramangala-5th-block/order,"Awadhi, Kebab, Biryani",3.9,₹250 for one
1843,Abees Mess,https://www.zomato.com/bangalore/abees-mess-btm-bangalore/order,"South Indian, Chinese, Biryani",3.9,₹250 for one
1844,Hao Chi Express,https://www.zomato.com/bangalore/hao-chi-express-bellandur-bangalore/order,"Continental, Momos, Seafood",-,₹250 for one
1845,Mega Biryani,https://www.zomato.com/bangalore/mega-biryani-hsr-bangalore/order,Biryani,4.3,₹250 for one
1846,GLOBO Ice Creams Of The World,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-1-hsr-bangalore/order,Ice Cream,4.1,₹100 for one
1847,The Rasaganga,https://www.zomato.com/bangalore/the-rasaganga-bellandur-bangalore/order,"South Indian, North Indian, Street Food, Chinese, Beverages, Desserts",3.6,₹100 for one
1848,Tenzin Kitchen,https://www.zomato.com/bangalore/tenzin-kitchen-koramangala-7th-block/order,"Tibetan, Chinese, Sichuan",4.1,₹100 for one
1849,C. K. Mega Hot Food,https://www.zomato.com/bangalore/c-k-mega-hot-food-btm/order,"Chinese, Seafood, Sichuan",4.0,₹100 for one
1850,Bhatinda Bhatti,https://www.zomato.com/bangalore/bhatinda-bhatti-hsr-bangalore/order,"North Indian, Biryani, Chinese",3.6,₹100 for one
1851,Andhra Kitchen,https://www.zomato.com/bangalore/andhra-kitchen-btm/order,"Andhra, Biryani",4.1,₹100 for one
1852,Nanda's,https://www.zomato.com/bangalore/nandas-hsr/order,"Biryani, Andhra, North Indian, Chinese, Seafood",4.0,₹100 for one
1853,The Fritter Company,https://www.zomato.com/bangalore/the-fritter-company-btm-bangalore/order,"Burger, Fast Food, Street Food, Beverages",4.0,₹100 for one
1854,The Nosh House,https://www.zomato.com/bangalore/the-nosh-house-sarjapur-road/order,"Continental, North Indian, Healthy Food, Italian, Pizza, Sandwich, Desserts, Beverages",4.2,₹100 for one
1855,Little Italy,https://www.zomato.com/bangalore/little-italy-sarjapur-road/order,"Italian, Shake, Beverages, Desserts",3.6,₹100 for one
1856,Royale Dine,https://www.zomato.com/bangalore/royale-dine-1-sarjapur-road-bangalore/order,"North Indian, Mughlai, Biryani, Chinese, Seafood, Rolls, Beverages, Sichuan",3.8,₹200 for one
1857,Art of Delight,https://www.zomato.com/bangalore/art-of-delight-bellandur-bangalore/order,"Ice Cream, Desserts, Waffle, Beverages",4.4,₹200 for one
1858,Thali 99,https://www.zomato.com/bangalore/thali-99-bommanahalli-bangalore/order,"North Indian, Mughlai",3.4,₹200 for one
1859,Halli Mane Badoota Hotel - Nati Style,https://www.zomato.com/bangalore/halli-mane-badoota-hotel-nati-style-electronic-city-bangalore/order,"Biryani, Mughlai, Beverages",4.0,₹200 for one
1860,The Cake Zone,https://www.zomato.com/bangalore/the-cake-zone-bommanahalli-bangalore/order,Bakery,4.1,₹200 for one
1861,Taato Peero Momos,https://www.zomato.com/bangalore/taato-peero-momos-koramangala-2nd-block-bangalore/order,"Tibetan, Momos",4.5,₹200 for one
1862,Thottathil Food House,https://www.zomato.com/bangalore/thottathil-food-house-btm-bangalore/order,"Kerala, South Indian, Biryani, Shake, Juices, Beverages",3.7,₹200 for one
1863,Hao Chi,https://www.zomato.com/bangalore/hao-chi-2-bellandur-bangalore/order,"Vietnamese, Chinese, Sichuan",3.6,₹200 for one
1864,Samosa Singh,https://www.zomato.com/bangalore/samosa-singh-bommanahalli-bangalore/order,"Street Food, Fast Food, Tea, North Indian",3.7,₹200 for one
1865,Marwadi Chaat Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-btm-bangalore/order,"North Indian, Street Food, Chinese",3.5,₹200 for one
1866,Dhaba Stories,https://www.zomato.com/bangalore/dhaba-stories-sarjapur-road-bangalore/order,North Indian,4.1,₹200 for one
1867,Suryawanshi,https://www.zomato.com/bangalore/suryawanshi-sarjapur-road-bangalore/order,"Maharashtrian, Seafood, Beverages, Desserts",3.5,₹200 for one
1868,Southinn,https://www.zomato.com/bangalore/southinn-sarjapur-road/order,"South Indian, North Indian, Fast Food, Beverages, Chinese",3.8,₹150 for one
1869,Kairali Restaurant,https://www.zomato.com/bangalore/kairali-restaurant-bellandur/order,"Kerala, South Indian, Seafood, Biryani, Chinese, Beverages",4.0,₹150 for one
1870,ITC Sunfeast Baked Creations,https://www.zomato.com/bangalore/itc-sunfeast-baked-creations-hsr-bangalore/order,"Bakery, Desserts, , Cafe, Continental, Sandwich",4.2,₹150 for one
1871,Thalassery Cafe,https://www.zomato.com/bangalore/thalassery-cafe-btm/order,"Street Food, Chinese, Kerala, South Indian, Seafood, Desserts, Ice Cream, Beverages",3.9,₹150 for one
1872,Homese Just Veg,https://www.zomato.com/bangalore/homese-just-veg-hsr-bangalore/order,"South Indian, North Indian",3.7,₹150 for one
1873,Taiki,https://www.zomato.com/bangalore/taiki-sarjapur-road-bangalore/order,"Japanese, Korean, Sushi, Asian",3.9,₹150 for one
1874,The Brooklyn Creamery - Healthy Ice Cream,https://www.zomato.com/bangalore/the-brooklyn-creamery-healthy-ice-cream-1-hsr-bangalore/order,Ice Cream,4.1,₹150 for one
1875,Mangaluru Kairuchi,https://www.zomato.com/bangalore/mangaluru-kairuchi-btm-bangalore/order,"Mangalorean, Seafood, Beverages",3.9,₹150 for one
1876,Tibetan Mother's Kitchen,https://www.zomato.com/bangalore/tibetan-mothers-kitchen-koramangala-7th-block/order,"Tibetan, Chinese, Asian, Momos, Sichuan",4.0,₹150 for one
1877,Vaigai Vilas,https://www.zomato.com/bangalore/vaigai-vilas-btm-bangalore/order,"Chinese, North Indian, Biryani, South Indian, Beverages",3.4,₹150 for one
1878,Aramane Donne Biriyani,https://www.zomato.com/bangalore/aramane-donne-biriyani-bommanahalli-bangalore/order,"South Indian, North Indian, Biryani, Chinese",4.1,₹150 for one
