,cusine,Location,Rating,price_for_one
6842,North Indian,BTM,3.6,100
6843,Street Food,BTM,3.6,100
6844,Chinese,BTM,3.6,100
6845,Beverages,BTM,3.6,100
6846,Desserts,BTM,3.6,100
6847,Tibetan,HSR,4.1,100
6848,Chinese,HSR,4.1,100
6849,Sichuan,HSR,4.1,100
6850,Chinese,BTM,4.0,100
6851,Seafood,BTM,4.0,100
6852,Sichuan,BTM,4.0,100
6853,North Indian,HSR,3.6,100
6854,Biryani,HSR,3.6,100
6855,Chinese,HSR,3.6,100
6856,Andhra,HSR,4.1,100
6857,Biryani,HSR,4.1,100
6858,North Indian,BTM,4.0,100
6859,Street Food,BTM,4.0,100
6860,Biryani,HSR,4.0,100
6861,Andhra,HSR,4.0,100
6862,North Indian,HSR,4.0,100
6863,Chinese,HSR,4.0,100
6864,Seafood,HSR,4.0,100
6865,Burger,HSR,4.0,100
6866,Fast Food,HSR,4.0,100
6867,Street Food,HSR,4.0,100
6868,Beverages,HSR,4.0,100
6869,Continental,HSR,4.2,100
6870,North Indian,HSR,4.2,100
6871,Healthy Food,HSR,4.2,100
6872,Italian,HSR,4.2,100
6873,Pizza,HSR,4.2,100
6874,Sandwich,HSR,4.2,100
6875,Desserts,HSR,4.2,100
6876,Beverages,HSR,4.2,100
6877,Italian,Bommanahalli,3.6,100
6878,Shake,Bommanahalli,3.6,100
6879,Beverages,Bommanahalli,3.6,100
6880,Desserts,Bommanahalli,3.6,100
6881,Asian,Sarjapur Road,4.3,100
6882,Japanese,Sarjapur Road,4.3,100
6883,Singaporean,Sarjapur Road,4.3,100
6884,Malaysian,Sarjapur Road,4.3,100
6885,Thai,Sarjapur Road,4.3,100
6886,North Indian,Bommanahalli,3.8,200
6887,Mughlai,Bommanahalli,3.8,200
6888,Biryani,Bommanahalli,3.8,200
6889,Chinese,Bommanahalli,3.8,200
6890,Seafood,Bommanahalli,3.8,200
6891,Rolls,Bommanahalli,3.8,200
6892,Beverages,Bommanahalli,3.8,200
6893,Sichuan,Bommanahalli,3.8,200
6894,Ice Cream,HSR,4.4,200
6895,Desserts,HSR,4.4,200
6896,Waffle,HSR,4.4,200
6897,Beverages,HSR,4.4,200
6898,North Indian,HSR,3.4,200
6899,Mughlai,HSR,3.4,200
6900,Biryani,Bommanahalli,4.0,200
6901,Mughlai,Bommanahalli,4.0,200
6902,Beverages,Bommanahalli,4.0,200
6903,Bakery,BTM,4.1,200
6904,Tibetan,HSR,4.5,200
6905,Momos,HSR,4.5,200
6906,Kerala,Bommanahalli,3.7,200
6907,South Indian,Bommanahalli,3.7,200
6908,Biryani,Bommanahalli,3.7,200
6909,Shake,Bommanahalli,3.7,200
6910,Juices,Bommanahalli,3.7,200
6911,Beverages,Bommanahalli,3.7,200
6912,Vietnamese,Bellandur,3.6,200
6913,Chinese,Bellandur,3.6,200
6914,Sichuan,Bellandur,3.6,200
6915,Street Food,Sarjapur Road,3.7,200
6916,Fast Food,Sarjapur Road,3.7,200
6917,Tea,Sarjapur Road,3.7,200
6918,North Indian,Sarjapur Road,3.7,200
6919,North Indian,JP Nagar,3.5,200
6920,Street Food,JP Nagar,3.5,200
6921,Chinese,JP Nagar,3.5,200
6922,North Indian,Bommanahalli,4.1,200
6923,Maharashtrian,BTM,3.5,200
6924,Seafood,BTM,3.5,200
6925,Beverages,BTM,3.5,200
6926,Desserts,BTM,3.5,200
6927,South Indian,Bommanahalli,3.8,150
6928,North Indian,Bommanahalli,3.8,150
6929,Fast Food,Bommanahalli,3.8,150
6930,Beverages,Bommanahalli,3.8,150
6931,Chinese,Bommanahalli,3.8,150
6932,Kerala,BTM,4.0,150
6933,South Indian,BTM,4.0,150
6934,Seafood,BTM,4.0,150
6935,Biryani,BTM,4.0,150
6936,Chinese,BTM,4.0,150
6937,Beverages,BTM,4.0,150
6938,Bakery,HSR,4.2,150
6939,Desserts,HSR,4.2,150
6941,Cafe,HSR,4.2,150
6942,Continental,HSR,4.2,150
6943,Sandwich,HSR,4.2,150
6944,Street Food,Electronic City,3.9,150
6945,Chinese,Electronic City,3.9,150
6946,Kerala,Electronic City,3.9,150
6947,South Indian,Electronic City,3.9,150
6948,Seafood,Electronic City,3.9,150
6949,Desserts,Electronic City,3.9,150
6950,Ice Cream,Electronic City,3.9,150
6951,Beverages,Electronic City,3.9,150
6952,South Indian,BTM,3.7,150
6953,North Indian,BTM,3.7,150
6954,Japanese,HSR,3.9,150
6955,Korean,HSR,3.9,150
6956,Sushi,HSR,3.9,150
6957,Asian,HSR,3.9,150
6958,Ice Cream,BTM,4.1,150
6959,Mangalorean,Bommanahalli,3.9,150
6960,Seafood,Bommanahalli,3.9,150
6961,Beverages,Bommanahalli,3.9,150
6962,Tibetan,HSR,4.0,150
6963,Chinese,HSR,4.0,150
6964,Asian,HSR,4.0,150
6965,Momos,HSR,4.0,150
6966,Sichuan,HSR,4.0,150
6967,Chinese,BTM,3.4,150
6968,North Indian,BTM,3.4,150
6969,Biryani,BTM,3.4,150
6970,South Indian,BTM,3.4,150
6971,Beverages,BTM,3.4,150
6972,South Indian,Koramangala 6th Block,4.1,150
6973,North Indian,Koramangala 6th Block,4.1,150
6974,Biryani,Koramangala 6th Block,4.1,150
6975,Chinese,Koramangala 6th Block,4.1,150
6976,Maharashtrian,BTM,4.2,100
6977,Street Food,BTM,4.2,100
6978,North Indian,BTM,3.8,100
6979,South Indian,BTM,3.8,100
6980,Chinese,BTM,3.8,100
6981,Mughlai,BTM,3.8,100
6982,Biryani,BTM,3.8,100
6983,Momos,BTM,3.8,100
6984,Desserts,BTM,3.8,100
6985,Beverages,BTM,3.8,100
6986,North Indian,Bommanahalli,3.9,100
6987,Chinese,Bommanahalli,3.9,100
6988,Fast Food,Bommanahalli,3.9,100
6989,Hyderabadi,Bommanahalli,3.9,100
6990,Andhra,Bommanahalli,3.9,100
6991,Healthy Food,BTM,4.1,100
6992,Desserts,BTM,4.1,100
6993,Beverages,BTM,4.1,100
6994,Juices,BTM,4.0,100
6995,Beverages,BTM,4.0,100
6996,Healthy Food,BTM,4.0,100
6997,Shake,BTM,4.0,100
6998,North Indian,HSR,3.8,100
6999,Fast Food,HSR,3.8,100
7000,Kerala,HSR,4.1,100
7001,South Indian,HSR,4.1,100
7002,Biryani,HSR,4.1,100
7003,Seafood,HSR,4.1,100
7004,Beverages,HSR,4.1,100
7005,Andhra,HSR,4.3,100
7006,Biryani,HSR,4.3,100
7007,Desserts,HSR,4.3,100
7008,North Indian,JP Nagar,4.1,100
7009,Biryani,JP Nagar,4.1,100
7010,Seafood,HSR,3.8,100
7011,Goan,HSR,3.8,100
7012,Mangalorean,HSR,3.8,100
7013,Steak,HSR,3.8,100
7014,Bengali,HSR,3.8,100
7015,Biryani,HSR,3.8,100
7016,Kebab,Bommanahalli,3.6,100
7017,North Indian,Bommanahalli,3.6,100
7018,Chinese,Bommanahalli,3.6,100
7019,Mughlai,Bommanahalli,3.6,100
7020,Biryani,Bommanahalli,3.6,100
7021,Sichuan,Bommanahalli,3.6,100
7022,Ice Cream,Bommanahalli,3.6,100
7023,Beverages,Bommanahalli,3.6,100
7024,Rolls,Indiranagar,3.8,100
7025,Fast Food,Indiranagar,3.8,100
7026,North Indian,Indiranagar,3.8,100
7027,Salad,BTM,4.0,200
7028,Healthy Food,BTM,4.0,200
7029,North Indian,BTM,3.4,200
7030,Fast Food,BTM,3.4,200
7031,Street Food,BTM,3.4,200
7032,Mithai,Bommanahalli,4.2,200
7033,Street Food,Bommanahalli,4.2,200
7034,Fast Food,Bommanahalli,4.2,200
7035,Beverages,Bommanahalli,4.2,200
7036,Chinese,Koramangala 5th Block,3.5,200
7037,South Indian,Koramangala 5th Block,3.5,200
7038,Fast Food,Koramangala 5th Block,3.5,200
7039,Pizza,BTM,4.0,200
7040,Italian,BTM,4.0,200
7041,Salad,BTM,4.0,200
7042,Burger,BTM,4.0,200
7043,Desserts,BTM,4.0,200
7044,Shake,BTM,4.0,200
7045,Lebanese,Bannerghatta Road,4.0,200
7046,North Indian,Koramangala 6th Block,3.7,200
7047,Bihari,Koramangala 6th Block,3.7,200
7048,Mithai,Bommanahalli,3.8,200
7049,Street Food,Bommanahalli,3.8,200
7050,Fast Food,Bommanahalli,3.8,200
7051,South Indian,Koramangala 7th Block,4.1,200
7052,Street Food,Koramangala 7th Block,4.1,200
7053,North Indian,Koramangala 7th Block,4.1,200
7054,Biryani,Koramangala 7th Block,4.1,200
7055,Juices,Koramangala 7th Block,4.1,200
7056,Bar Food,HSR,3.6,200
7057,Continental,HSR,3.6,200
7058,Italian,HSR,3.6,200
7059,North Indian,HSR,3.6,200
7060,Mughlai,HSR,3.6,200
7061,Chinese,HSR,3.6,200
7062,Beverages,HSR,3.6,200
7063,Desserts,HSR,3.6,200
7064,Paan,Bommanahalli,4.4,200
7065,Desserts,Bommanahalli,4.4,200
7066,Mithai,HSR,4.5,200
7067,Street Food,HSR,4.5,200
7068,Fast Food,HSR,4.5,200
7069,North Indian,HSR,4.5,200
7106,Fast Food,Electronic City,4.3,150
7107,Lebanese,Electronic City,4.3,150
7108,Beverages,Electronic City,4.3,150
7109,Biryani,Koramangala 5th Block,4.0,150
7110,North Indian,Koramangala 5th Block,4.0,150
7111,Chinese,Koramangala 5th Block,4.0,150
7112,North Indian,BTM,3.6,150
7113,South Indian,Bellandur,4.0,150
7114,Biryani,Bellandur,4.0,150
7115,South Indian,HSR,4.3,150
7116,North Indian,BTM,3.2,150
7117,Arabian,HSR,4.1,150
7118,Lebanese,HSR,4.1,150
7119,Turkish,HSR,4.1,150
7120,Beverages,Koramangala 5th Block,4.2,150
7121,Juices,Koramangala 5th Block,4.2,150
7122,Fast Food,Koramangala 5th Block,4.2,150
7123,Shake,Koramangala 5th Block,4.2,150
7124,North Indian,HSR,3.3,150
7125,Chinese,HSR,3.3,150
7132,North Indian,BTM,4.1,350
7133,South Indian,BTM,4.1,350
7134,Kerala,BTM,4.1,350
7135,Seafood,BTM,4.1,350
7136,Chinese,BTM,4.1,350
7137,Beverages,BTM,4.1,350
7138,South Indian,Bellandur,3.6,350
7139,Kerala,Bellandur,3.6,350
7140,Chinese,Bellandur,3.6,350
7141,Biryani,Bellandur,3.6,350
7142,North Indian,Bellandur,3.6,350
7143,North Indian,Bellandur,4.3,350
7144,Biryani,Bellandur,4.3,350
7145,Beverages,Bellandur,4.3,350
7146,Desserts,Bellandur,4.3,350
7147,North Indian,BTM,3.7,350
7148,Mughlai,BTM,3.7,350
7149,Chinese,BTM,3.7,350
7150,Fast Food,BTM,3.7,350
7151,Desserts,BTM,3.7,350
7152,Beverages,HSR,3.8,350
7153,Juices,HSR,3.8,350
7154,Shake,HSR,3.8,350
7155,North Indian,Bommanahalli,4.0,350
7156,Street Food,Bommanahalli,4.0,350
7157,Chinese,Bommanahalli,4.0,350
7158,South Indian,Bommanahalli,4.0,350
7159,North Indian,Near HSR,4.0,350
7160,Mughlai,Near HSR,4.0,350
7161,Biryani,Near HSR,4.0,350
7162,Kebab,Near HSR,4.0,350
7163,Rolls,Near HSR,4.0,350
7164,North Indian,BTM,3.9,350
7165,Chinese,BTM,3.9,350
7166,North Indian,BTM,4.2,350
7167,Chinese,BTM,4.2,350
7168,Mughlai,BTM,4.2,350
7169,Seafood,BTM,4.2,350
7170,Street Food,BTM,4.2,350
7171,Mangalorean,BTM,4.2,350
7172,Rolls,HSR,3.7,350
7173,South Indian,HSR,3.8,350
7174,Rolls,HSR,3.8,350
7175,North Indian,HSR,3.8,350
7176,Chinese,HSR,3.8,350
7177,Biryani,HSR,3.8,350
7178,Seafood,HSR,3.8,350
7179,Bakery,Bellandur,4.2,100
7180,Desserts,Bellandur,4.2,100
7181,South Indian,JP Nagar,4.1,100
7182,South Indian,Bommanahalli,4.0,100
7183,North Indian,Bommanahalli,4.0,100
7184,Chinese,Bommanahalli,4.0,100
7185,Fast Food,Bommanahalli,4.0,100
7186,Desserts,Bommanahalli,4.0,100
7187,Beverages,Bommanahalli,4.0,100
7188,Biryani,Bommanahalli,4.0,100
7189,Shake,Bommanahalli,4.0,100
7190,North Indian,BTM,4.0,100
7191,Mughlai,BTM,4.0,100
7192,Chinese,BTM,4.0,100
7193,Andhra,BTM,4.0,100
7194,Hyderabadi,BTM,4.0,100
7195,Seafood,BTM,4.0,100
7196,North Indian,Bommanahalli,3.5,100
7197,Biryani,Bommanahalli,3.5,100
7198,BBQ,Bommanahalli,3.5,100
7199,Burger,BTM,3.3,100
7200,Pizza,BTM,3.3,100
7201,Sandwich,BTM,3.3,100
7202,Rolls,BTM,3.3,100
7203,Fast Food,BTM,3.3,100
7204,Street Food,BTM,3.3,100
7205,Beverages,BTM,3.3,100
7206,Shake,BTM,3.3,100
7207,North Indian,Bellandur,3.9,100
7208,Chinese,Bellandur,3.9,100
7209,Biryani,Bellandur,3.9,100
7210,Beverages,Bellandur,3.9,100
7211,Sichuan,Bellandur,3.9,100
7212,Cafe,BTM,4.3,100
7213,Fast Food,BTM,4.3,100
7214,Bakery,BTM,4.3,100
7215,Beverages,BTM,4.3,100
7216,Desserts,BTM,4.3,100
7217,North Indian,Sarjapur Road,3.6,100
7218,Mughlai,Sarjapur Road,3.6,100
7219,Hyderabadi,Sarjapur Road,3.6,100
7220,Chinese,Sarjapur Road,3.6,100
7221,Desserts,Sarjapur Road,3.6,100
7222,Bakery,Electronic City,4.0,100
7223,Sandwich,Koramangala 2nd Block,4.2,200
7224,Fast Food,Koramangala 2nd Block,4.2,200
7225,Beverages,Koramangala 2nd Block,4.2,200
7226,Pizza,Koramangala 2nd Block,4.2,200
7227,Shake,Koramangala 2nd Block,4.2,200
7228,Biryani,Koramangala 7th Block,3.5,200
7229,Chinese,Koramangala 7th Block,3.5,200
7230,North Indian,Koramangala 7th Block,3.5,200
7231,Beverages,Koramangala 7th Block,3.5,200
7232,Sichuan,Koramangala 7th Block,3.5,200
7233,North Indian,Bommanahalli,3.9,200
7234,Chinese,Bommanahalli,3.9,200
7235,Biryani,Bommanahalli,3.9,200
7236,Mughlai,Bommanahalli,3.9,200
7237,North Indian,Koramangala 7th Block,3.9,200
7238,Chinese,Koramangala 7th Block,3.9,200
7239,Fast Food,Koramangala 7th Block,3.9,200
7240,North Indian,Electronic City,3.4,200
7241,Chinese,Electronic City,3.4,200
7242,Sandwich,Electronic City,3.4,200
7243,Street Food,Electronic City,3.4,200
7244,Beverages,Electronic City,3.4,200
7247,Rolls,HSR,3.9,200
7248,Chinese,HSR,3.9,200
7249,Sichuan,HSR,3.9,200
7250,Mexican,Koramangala 6th Block,4.2,200
7251,Salad,Koramangala 6th Block,4.2,200
7252,Beverages,Koramangala 6th Block,4.2,200
7253,Desserts,Koramangala 6th Block,4.2,200
7254,American,BTM,4.0,200
7255,Continental,BTM,4.0,200
7256,Bar Food,BTM,4.0,200
7257,Chinese,BTM,4.0,200
7258,Fast Food,BTM,4.0,200
7259,Pizza,BTM,4.0,200
7260,Burger,BTM,4.0,200
7261,Beverages,BTM,4.0,200
7262,Ice Cream,Koramangala 1st Block,4.6,200
7263,Desserts,Koramangala 1st Block,4.6,200
7264,Beverages,Koramangala 1st Block,4.6,200
7265,Shake,Koramangala 1st Block,4.6,200
7266,North Indian,HSR,3.9,200
7267,Sandwich,HSR,3.9,200
7268,Beverages,HSR,3.9,200
7269,Desserts,HSR,3.9,200
7270,North Indian,HSR,4.0,200
7271,Chinese,HSR,4.0,200
7272,Burger,Bannerghatta Road,4.3,200
7273,Sandwich,Bannerghatta Road,4.3,200
7274,Wraps,Bannerghatta Road,4.3,200
7275,Street Food,Bannerghatta Road,4.3,200
7276,Fast Food,Bannerghatta Road,4.3,200
7277,Shake,Bannerghatta Road,4.3,200
7278,North Indian,Indiranagar,3.9,200
7279,Biryani,Indiranagar,3.9,200
7280,Mughlai,Indiranagar,3.9,200
7281,Chinese,Indiranagar,3.9,200
7282,Rolls,Indiranagar,3.9,200
7283,North Indian,Sarjapur Road,3.8,200
7284,Mughlai,Sarjapur Road,3.8,200
7285,Chinese,Sarjapur Road,3.8,200
7286,Biryani,Sarjapur Road,3.8,200
7287,BBQ,Sarjapur Road,3.8,200
7288,Kebab,Sarjapur Road,3.8,200
7289,Street Food,Sarjapur Road,3.8,200
7290,Chinese,Electronic City,4.0,200
7291,Momos,Electronic City,4.0,200
7292,Sichuan,Electronic City,4.0,200
7293,Mughlai,Bellandur,4.1,200
7294,Kebab,Bellandur,4.1,200
7295,North Indian,Bellandur,4.1,200
7296,Biryani,Bellandur,4.1,200
7297,South Indian,BTM,3.9,200
7298,Bakery,Electronic City,3.9,200
7299,Desserts,Electronic City,3.9,200
7300,Beverages,Bommanahalli,4.0,200
7301,Healthy Food,Bommanahalli,4.0,200
7302,Shake,Bommanahalli,4.0,200
7303,Street Food,Bommanahalli,4.0,200
7304,North Indian,Bommanahalli,4.1,200
7305,North Indian,Sarjapur Road,4.0,200
7306,North Indian,Sarjapur Road,4.3,200
7307,Street Food,Sarjapur Road,4.3,200
7308,Chinese,Sarjapur Road,4.3,200
7309,Beverages,Sarjapur Road,4.3,200
7310,Sandwich,Sarjapur Road,4.3,200
7311,Beverages,BTM,3.5,200
7312,Salad,BTM,3.5,200
7313,Desserts,BTM,3.5,200
7314,Juices,BTM,3.5,200
7315,Shake,BTM,3.5,200
7316,North Indian,BTM,3.4,250
7317,Kebab,BTM,3.4,250
7318,Bengali,Koramangala 2nd Block,3.8,250
7319,Desserts,Koramangala 2nd Block,3.8,250
7320,North Indian,Koramangala 2nd Block,3.7,250
7321,Seafood,Koramangala 2nd Block,3.7,250
7322,Chinese,Koramangala 2nd Block,3.7,250
7323,Biryani,Koramangala 2nd Block,3.7,250
7324,Sichuan,Koramangala 2nd Block,3.7,250
7325,Tea,Hosur Road,4.4,250
7326,Fast Food,Hosur Road,4.4,250
7327,Beverages,Hosur Road,4.4,250
7328,Street Food,Near BTM,4.1,250
7329,North Indian,Near BTM,4.1,250
7330,North Indian,Electronic City,3.7,250
7331,Chinese,Electronic City,3.7,250
7332,Mughlai,Electronic City,3.7,250
7333,Kebab,Electronic City,3.7,250
7334,Sichuan,Electronic City,3.7,250
7335,North Indian,Bellandur,4.0,250
7336,Chinese,Bellandur,4.0,250
7337,Healthy Food,HSR,4.2,250
7338,Juices,HSR,4.2,250
7339,Biryani,HSR,3.7,250
7340,North Indian,HSR,3.7,250
7341,Chinese,HSR,3.7,250
7342,Seafood,HSR,3.8,250
7343,South Indian,HSR,3.8,250
7344,Goan,HSR,3.8,250
7345,Salad,Sarjapur Road,4.3,250
7346,Healthy Food,Sarjapur Road,4.3,250
7347,Sandwich,Sarjapur Road,4.3,250
7348,Juices,Sarjapur Road,4.3,250
7349,Asian,BTM,4.2,250
7350,Sushi,BTM,4.2,250
7351,Desserts,BTM,4.2,250
7352,Beverages,BTM,4.2,250
7353,Momos,HSR,3.8,150
7354,Fast Food,HSR,3.8,150
7355,Street Food,HSR,3.8,150
7356,Desserts,HSR,3.8,150
7357,South Indian,BTM,4.3,150
7358,Momos,Bommanahalli,4.0,150
7359,North Indian,HSR,3.2,150
7360,Rolls,HSR,3.2,150
7361,Beverages,HSR,3.2,150
7362,Mithai,BTM,4.0,150
7363,Desserts,BTM,4.0,150
7364,Chinese,Sarjapur Road,3.9,150
7365,North Indian,Sarjapur Road,3.9,150
7366,Street Food,Sarjapur Road,3.9,150
7367,South Indian,Sarjapur Road,3.9,150
7368,Desserts,Sarjapur Road,3.9,150
7369,Sichuan,Sarjapur Road,3.9,150
7370,Beverages,Sarjapur Road,3.9,150
7371,South Indian,Hosur Road,3.8,150
7372,North Indian,Hosur Road,3.8,150
7373,Chinese,Hosur Road,3.8,150
7374,Beverages,Hosur Road,3.8,150
7375,Street Food,Hosur Road,3.8,150
7376,Fast Food,Bellandur,3.5,150
7377,Desserts,Bellandur,3.5,150
7378,Ice Cream,Bellandur,3.5,150
7379,Beverages,Bellandur,3.5,150
7380,Sichuan,Bellandur,3.5,150
7381,Bakery,Koramangala 8th Block,3.6,150
7382,North Indian,BTM,4.3,150
7383,Chinese,BTM,4.3,150
7384,Assamese,BTM,4.3,150
7385,Kerala,Koramangala 1st Block,4.1,150
7386,Seafood,Koramangala 1st Block,4.1,150
7387,Biryani,Koramangala 1st Block,4.1,150
7388,North Indian,Electronic City,3.9,150
7439,Biryani,BTM,3.9,150
7440,Chinese,BTM,3.9,150
7441,Sichuan,BTM,3.9,150
7442,South Indian,HSR,3.7,150
7443,North Indian,HSR,3.7,150
7444,Chinese,HSR,3.7,150
7445,Desserts,HSR,3.7,150
7446,Beverages,HSR,3.7,150
7447,Bengali,BTM,3.5,150
7448,North Indian,BTM,3.5,150
7449,Pizza,BTM,3.5,150
7450,Pasta,BTM,3.5,150
7451,Chinese,BTM,3.5,150
7452,Fast Food,BTM,3.5,150
7453,Beverages,BTM,3.5,150
7454,North Indian,Jayanagar,3.8,150
7455,Chinese,Jayanagar,3.8,150
7456,Kerala,Jayanagar,3.8,150
7457,South Indian,Jayanagar,3.8,150
7458,Biryani,Jayanagar,3.8,150
7459,Kerala,HSR,3.8,150
7460,South Indian,HSR,3.8,150
7461,Fast Food,HSR,3.8,150
7462,Chinese,BTM,3.7,150
7463,Sichuan,BTM,3.7,150
7464,North Indian,BTM,3.7,150
7465,Mughlai,BTM,3.7,150
7466,Seafood,BTM,3.7,150
7467,Biryani,BTM,3.7,150
7468,Kebab,BTM,3.7,150
7469,Chinese,Bommanahalli,3.7,150
7470,Arabian,Bommanahalli,3.7,150
7471,North Indian,Bommanahalli,3.7,150
7472,Rolls,Bommanahalli,3.7,150
7473,Lebanese,Bommanahalli,3.7,150
7474,Beverages,Bommanahalli,3.7,150
7475,Sichuan,Bommanahalli,3.7,150
7476,Pizza,BTM,3.7,150
7477,Fast Food,BTM,3.7,150
7478,Biryani,Bellandur,3.8,150
7479,North Indian,Bellandur,3.8,150
7480,Bengali,BTM,3.6,150
7481,Street Food,BTM,3.6,150
7482,North Indian,Bommanahalli,4.3,150
7483,Desserts,Bommanahalli,4.3,150
7484,Beverages,Bommanahalli,4.3,150
7487,Healthy Food,Bellandur,3.7,150
7488,Desserts,Bellandur,3.7,150
7489,Beverages,Bellandur,3.7,150
7490,Juices,Bellandur,3.7,150
7491,North Indian,HSR,3.5,150
7492,South Indian,HSR,3.5,150
7493,Chinese,HSR,3.5,150
7494,Fast Food,HSR,3.5,150
7495,Biryani,HSR,3.5,150
7496,Seafood,HSR,3.5,150
7497,Mughlai,HSR,3.5,150
7498,Beverages,HSR,3.5,150
7499,South Indian,HSR,4.1,150
7500,North Indian,HSR,4.1,150
7501,Chinese,HSR,4.1,150
7502,North Indian,BTM,3.7,150
7503,Chinese,BTM,3.7,150
7504,Fast Food,BTM,3.7,150
7505,Biryani,Koramangala 1st Block,3.9,150
7506,Hyderabadi,Koramangala 1st Block,3.9,150
7507,Kebab,Koramangala 1st Block,3.9,150
7508,Chinese,Koramangala 1st Block,3.9,150
7509,Biryani,BTM,3.9,150
7510,Chinese,BTM,3.9,150
7511,North Indian,BTM,3.9,150
7512,North Indian,Bommanahalli,3.6,150
7513,Chinese,Bommanahalli,3.6,150
7514,Biryani,Bommanahalli,3.6,150
7515,Burger,Bommanahalli,4.2,300
7516,Fast Food,Bommanahalli,4.2,300
7517,Portuguese,Bommanahalli,4.2,300
7518,North Indian,Indiranagar,4.0,300
7519,Afghan,Indiranagar,4.0,300
7520,South Indian,Sarjapur Road,4.0,300
7521,Street Food,Sarjapur Road,4.0,300
7522,North Indian,Sarjapur Road,4.0,300
7523,Chinese,Sarjapur Road,4.0,300
7524,Biryani,Sarjapur Road,4.0,300
7525,Healthy Food,Sarjapur Road,4.0,300
7526,Beverages,Sarjapur Road,4.0,300
7527,Mithai,Koramangala 5th Block,3.9,300
7528,North Indian,Koramangala 5th Block,3.9,300
7529,Street Food,Koramangala 5th Block,3.9,300
7530,Desserts,Koramangala 5th Block,3.9,300
7531,South Indian,BTM,3.2,300
7532,North Indian,BTM,3.2,300
7533,Beverages,Koramangala 7th Block,4.0,300
7534,Pizza,Koramangala 7th Block,4.0,300
7535,Beverages,BTM,3.9,300
7536,Ice Cream,BTM,3.9,300
7537,Desserts,BTM,3.9,300
7538,South Indian,HSR,4.2,300
7539,Beverages,Koramangala 5th Block,4.3,300
7540,Juices,Koramangala 5th Block,4.3,300
7541,Sandwich,Koramangala 5th Block,4.3,300
7542,Healthy Food,Bommanahalli,3.9,300
7543,Beverages,Bommanahalli,3.9,300
7544,Mediterranean,Bommanahalli,3.9,300
7545,Burger,Bommanahalli,3.9,300
7546,Desserts,Bommanahalli,3.9,300
7547,Wraps,Bommanahalli,3.9,300
7548,Pizza,Bommanahalli,3.9,300
7549,Salad,Bommanahalli,3.9,300
7551,North Indian,HSR,4.2,300
7552,South Indian,HSR,4.2,300
7553,Lebanese,Koramangala 5th Block,3.6,150
7554,Chinese,Koramangala 5th Block,3.6,150
7555,Sichuan,Koramangala 5th Block,3.6,150
7556,Andhra,BTM,4.0,150
7557,Biryani,BTM,4.0,150
7558,North Indian,BTM,4.1,150
7559,Chinese,BTM,4.1,150
7560,Fast Food,BTM,4.1,150
7561,Sichuan,BTM,4.1,150
7562,Seafood,Bannerghatta Road,3.9,150
7563,South Indian,Bannerghatta Road,3.9,150
7564,Mangalorean,Bannerghatta Road,3.9,150
7565,Biryani,Bannerghatta Road,3.9,150
7566,North Indian,Bannerghatta Road,3.9,150
7567,Beverages,Bannerghatta Road,3.9,150
7568,Desserts,Bannerghatta Road,3.9,150
7569,North Indian,HSR,3.9,150
7570,Chinese,HSR,3.9,150
7571,North Indian,HSR,4.0,150
7572,Mughlai,HSR,4.0,150
7573,Kebab,HSR,4.0,150
7574,Bengali,Bommanahalli,3.4,150
7575,Mughlai,Bommanahalli,3.4,150
7576,Kerala,Bommanahalli,3.8,150
7577,Biryani,Bommanahalli,3.8,150
7578,South Indian,Bommanahalli,3.8,150
7579,South Indian,Sarjapur Road,4.0,150
7580,Beverages,Sarjapur Road,4.0,150
7581,Shake,Sarjapur Road,4.0,150
7582,Tea,Sarjapur Road,4.0,150
7583,Kerala,Indiranagar,3.9,150
7584,North Indian,Indiranagar,3.9,150
7585,Chinese,Indiranagar,3.9,150
7586,Seafood,Indiranagar,3.9,150
7587,Biryani,Indiranagar,3.9,150
7588,Street Food,Indiranagar,3.9,150
7589,North Indian,Koramangala 5th Block,4.1,150
7590,Seafood,Koramangala 5th Block,4.1,150
7591,Healthy Food,Koramangala 5th Block,4.1,150
7592,Burger,Sarjapur Road,3.3,150
7593,Fast Food,Sarjapur Road,3.3,150
7594,Pizza,Sarjapur Road,3.3,150
7595,Beverages,Sarjapur Road,3.3,150
7636,Street Food,BTM,4.2,100
7637,Biryani,Bellandur,3.8,100
7638,Kebab,Bellandur,3.8,100
7639,Street Food,Koramangala 8th Block,4.3,100
7640,Beverages,Koramangala 8th Block,4.3,100
7641,Asian,BTM,4.1,100
7642,Sushi,BTM,4.1,100
7643,Chinese,BTM,4.1,100
7644,Thai,BTM,4.1,100
7645,Sichuan,BTM,4.1,100
7646,South Indian,HSR,3.8,100
7647,North Indian,HSR,3.8,100
7648,Chinese,HSR,3.8,100
7649,Fast Food,HSR,3.8,100
7650,Street Food,HSR,3.8,100
7651,North Indian,HSR,3.3,100
7652,North Indian,Bellandur,3.9,100
7653,Desserts,Bellandur,3.9,100
7654,Ice Cream,HSR,4.2,100
7655,Desserts,HSR,4.2,100
7656,Beverages,HSR,4.2,100
7657,Shake,HSR,4.2,100
7658,Fast Food,Jayanagar,3.6,100
7659,Beverages,Jayanagar,3.6,100
7660,Cafe,Bellandur,3.3,100
7661,Continental,Bellandur,3.3,100
7662,Fast Food,Bellandur,3.3,100
7663,Italian,Bellandur,3.3,100
